Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2011,11,MAGDALENA,EL BANCO,INUNDACION,34,237.7,27.9
1999,02,TOLIMA,FLANDES,INUNDACION,286,84.6,29.2
2007,11,LA GUAJIRA,DIBULLA,INUNDACION,5,256.7,26.3
2012,08,VALLE DEL CAUCA,YUMBO,INCENDIO FORESTAL,1500,40.8,21.2
2008,04,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2058,176.2,17.2
2013,04,HUILA,NEIVA,INCENDIO FORESTAL,1691,190.9,18.8
2012,04,SANTANDER,CIMITARRA,INUNDACION,300,307.3,27
2008,03,SANTANDER,VELEZ,INUNDACION,2170,135.5,16.7
2004,06,VICHADA,PUERTO CARRENO,INUNDACION,50,466.3,26.8
2011,06,ANTIOQUIA,VEGACHI,INUNDACION,995,204,22.8
2012,09,MAGDALENA,CIENAGA,VENDAVAL,20,128.2,28.1
2012,05,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1342,257.4,21.4
2010,04,TOLIMA,ESPINAL,INUNDACION,475,225.3,26.8
2011,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,96.9,14.1
2006,12,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2058,131.5,16.8
1998,10,ANTIOQUIA,TURBO,VENDAVAL,37,184,27.3
2008,03,VALLE DEL CAUCA,FLORIDA,INUNDACION,1013,121.8,23.8
2005,09,CESAR,SAN DIEGO,VENDAVAL,350,158.2,26.1
2012,03,CASANARE,YOPAL,INCENDIO FORESTAL,325,101.3,28.5
2010,07,BOYACA,NUEVO COLON,DESLIZAMIENTO,2438,124.3,13.3
2013,02,CASANARE,AGUAZUL,INCENDIO FORESTAL,380,62.7,28.1
2013,07,HUILA,NEIVA,VENDAVAL,1691,63.7,18.7
2001,02,CESAR,AGUSTIN CODAZZI,INCENDIO FORESTAL,180,36.5,30.2
2005,09,BOLIVAR,EL CARMEN DE BOLIVAR,INUNDACION,152,146.9,26.9
1999,05,BOLIVAR,SAN PABLO,INUNDACION,165,347.2,28.1
2013,03,BOYACA,SOGAMOSO,INCENDIO FORESTAL,2500,63.4,14.6
2012,06,PUTUMAYO,VILLAGARZON,INCENDIO ESTRUCTURAL,358,442.2,24.2
2012,04,HUILA,PALERMO,DESLIZAMIENTO,460,148.9,26.6
2006,06,ANTIOQUIA,MEDELLIN,INUNDACION,1490,149.4,22.9
2010,11,TOLIMA,IBAGUE,INUNDACION,750,125.7,24.4
2005,02,SANTANDER,LANDAZURI,DESLIZAMIENTO,1085,163.7,22.8
2000,03,CAUCA,CAJIBIO,DESLIZAMIENTO,1850,248.2,18.5
2012,09,HUILA,PALERMO,INCENDIO FORESTAL,460,59.2,27.7
1998,06,MAGDALENA,SANTA MARTA,INUNDACION,30,70.4,27.2
1999,01,VALLE DEL CAUCA,FLORIDA,INUNDACION,1013,92.1,23.5
2011,06,CUNDINAMARCA,ANOLAIMA,VENDAVAL,1850,47.1,17.4
2001,02,TOLIMA,IBAGUE,INCENDIO FORESTAL,750,72.6,25.2
2010,03,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,100,148.6,27.3
2008,06,META,BARRANCA DE UPIA,INUNDACION,190,345.9,25.7
2010,04,ATLANTICO,SOLEDAD,INUNDACION,14,31.8,27.8
1999,02,BOYACA,PUERTO BOYACA,INUNDACION,350,104.4,28.2
2010,07,CORDOBA,SAN CARLOS,INUNDACION,1113,298.2,23
2011,09,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,954,69.9,25.5
2012,09,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1018,117.8,23
2004,11,CHOCO,BOJAYA,INUNDACION,20,412.3,26.2
2013,04,TOLIMA,ARMERO,INCENDIO ESTRUCTURAL,300,226.5,27.7
2006,05,BOGOTA DC,BOGOTA DC,INUNDACION,2570,96.9,14.1
2012,12,BOYACA,DUITAMA,INCENDIO FORESTAL,2700,128.3,11.9
2009,11,ANTIOQUIA,GRANADA,DESLIZAMIENTO,360,225.3,25.6
2012,08,ANTIOQUIA,VALDIVIA,ACCIDENTE EN MINA,1200,405.1,22
2011,02,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,81.4,22.7
2001,01,CUNDINAMARCA,MOSQUERA,INCENDIO FORESTAL,2543,22.3,12.8
2009,01,NORTE DE SANTANDER,SARDINATA,INUNDACION,320,79.3,25
2011,01,CHOCO,QUIBDO,DESLIZAMIENTO,53,544.9,26.4
2010,05,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1600,242.9,19.4
2012,06,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1018,90.7,23.2
2013,06,TOLIMA,IBAGUE,DESLIZAMIENTO,750,92.4,25.1
2008,10,LA GUAJIRA,RIOHACHA,INUNDACION,4,148.8,28
2004,06,TOLIMA,IBAGUE,INCENDIO ESTRUCTURAL,750,92.4,25.1
2002,08,CASANARE,VILLANUEVA,INUNDACION,255,309,24.8
2011,11,QUINDIO,CALARCA,DESLIZAMIENTO,1450,313.1,19.9
2005,11,SANTANDER,CHIMA,INUNDACION,1090,298.2,23.5
2012,11,NARINO,PASTO,INUNDACION,2830,111,12.2
2000,01,NARINO,BARBACOAS,INCENDIO ESTRUCTURAL,1010,413,20.4
2010,10,CESAR,VALLEDUPAR,INUNDACION,70,193.1,27.7
2010,03,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2570,73.3,14
2013,07,TOLIMA,GUAMO,INCENDIO FORESTAL,360,52.5,28.3
2009,05,ANTIOQUIA,VALDIVIA,VENDAVAL,1200,392.6,22
1998,11,VALLE DEL CAUCA,TULUA,INUNDACION,2902,129.6,11.3
2013,01,HUILA,PITALITO,INCENDIO FORESTAL,1320,61.7,21
2007,03,CAUCA,CAJIBIO,VENDAVAL,1850,248.2,18.5
2013,05,META,VILLAVICENCIO,ACCIDENTE DE TRANSITO,423,673.8,25.2
2012,04,NARINO,PASTO,INUNDACION,2830,142.1,12.1
2011,11,HUILA,LA PLATA,INUNDACION,1070,164.5,22.2
2007,11,VALLE DEL CAUCA,TULUA,INUNDACION,2902,129.6,11.3
2012,01,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,126,51.1,28.4
2000,03,VALLE DEL CAUCA,SEVILLA,VENDAVAL,1692,228.9,18.8
2009,04,ANTIOQUIA,SAN ROQUE,INUNDACION,835,233.6,23.8
2005,08,BOLIVAR,VILLANUEVA,VENDAVAL,255,309,24.8
2011,12,HUILA,NEIVA,INUNDACION,1691,168.7,18.5
2008,02,BOLIVAR,MARIA LA BAJA,VENDAVAL,20,23.4,27.9
2006,12,SANTANDER,VELEZ,DESLIZAMIENTO,2170,86.1,16.7
2006,05,VALLE DEL CAUCA,PALMIRA,EROSION,1058,117.2,23.3
2009,08,VALLE DEL CAUCA,BOLIVAR,TORMENTA ELECTRICA,2300,21.5,16.8
2009,08,ATLANTICO,SOLEDAD,INUNDACION,14,112.6,28.1
2009,03,HUILA,NEIVA,EXPLOSION,1691,212.6,18.6
2012,10,SANTANDER,PINCHOTE,VENDAVAL,975,187.1,24
2004,05,META,VILLAVICENCIO,INUNDACION,423,673.8,25.2
2001,01,NORTE DE SANTANDER,CACHIRA,INCENDIO FORESTAL,1882,26.1,16.3
2010,02,TOLIMA,VALLE DE SAN JUAN,VENDAVAL,650,75.1,26.4
2013,01,ANTIOQUIA,SAN ROQUE,INCENDIO FORESTAL,835,46.5,23.3
2008,01,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1490,63.2,22.4
2005,01,CAUCA,CAJIBIO,VENDAVAL,1850,250.1,18.3
2007,05,CESAR,CHIRIGUANA,INUNDACION,40,231,28.1
2007,07,BOLIVAR,ARJONA,INUNDACION,10,154.3,28.1
1999,06,SANTANDER,BARRANCABERMEJA,INUNDACION,126,268.1,27.8
2005,11,HUILA,NEIVA,INUNDACION,1691,229.1,18.4
2012,04,SANTANDER,CHARALA,INUNDACION,1350,304.7,21.4
2012,06,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1002,91.9,23.3
2006,01,CAUCA,LA SIERRA,DESLIZAMIENTO,1870,296.7,17.5
2005,08,VALLE DEL CAUCA,TULUA,VENDAVAL,2902,38.3,11.8
2011,04,BOYACA,BETEITIVA,DESLIZAMIENTO,2575,91,15.6
2009,02,CUNDINAMARCA,SAN FRANCISCO,DESLIZAMIENTO,2475,123.9,13.5
2005,11,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,1,136.2,25.6
2008,06,RISARALDA,PEREIRA,INUNDACION,1342,196.1,21.5
2008,09,HUILA,GARZON,INUNDACION,1270,83,20.2
2007,12,CAQUETA,SAN VICENTE DEL CAGUAN,DESLIZAMIENTO,300,59.4,26.8
2005,11,BOLIVAR,SANTA CATALINA,INUNDACION,20,126.1,27.6
2012,05,ATLANTICO,BARRANQUILLA,INUNDACION,2,95.6,28.2
2013,03,CALDAS,RIOSUCIO,VENDAVAL,2,50.8,27.2
2011,11,NORTE DE SANTANDER,TIBU,INUNDACION,62,294.4,28.3
2011,06,CUNDINAMARCA,CABRERA,INUNDACION,2050,65.7,16.5
2010,11,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,172,247.5,28
2010,11,BOLIVAR,MAGANGUE,INUNDACION,18,99,27.4
2012,02,BOGOTA DC,BOGOTA DC,CONTAMINACION,2570,51.3,13.9
2010,06,LA GUAJIRA,DIBULLA,TORMENTA ELECTRICA,5,100.2,27.5
2010,04,CALDAS,MANIZALES,VENDAVAL,2058,176.2,17.2
2012,02,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1752,48.4,19.5
2012,03,MAGDALENA,CIENAGA,INCENDIO FORESTAL,20,3.5,29.2
2010,03,HUILA,GUADALUPE,VENDAVAL,2102,162.1,16.2
2012,04,CAUCA,LA SIERRA,INUNDACION,1870,225.6,17.8
2013,03,CASANARE,YOPAL,INCENDIO FORESTAL,325,101.3,28.5
2005,08,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1342,129,22
2013,01,ARAUCA,TAME,INCENDIO FORESTAL,350,28.3,26.3
2011,11,CALDAS,MANIZALES,DESLIZAMIENTO,2058,176.5,16.6
2011,04,CAQUETA,FLORENCIA,DESLIZAMIENTO,280,442.8,25
2009,04,HUILA,NEIVA,INUNDACION,1691,190.9,18.8
2013,02,CAUCA,LA SIERRA,SISMO,1870,201.4,17.8
2010,12,NARINO,COLON,INUNDACION,2100,96.2,16.3
2000,03,SANTANDER,BUCARAMANGA,INUNDACION,1018,137.1,23.4
2008,05,VALLE DEL CAUCA,YUMBO,INUNDACION,1500,119.5,20.6
2013,05,TOLIMA,HONDA,DESLIZAMIENTO,222,178.1,27.4
2012,02,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,126,124.8,28.7
2012,05,SANTANDER,PINCHOTE,INUNDACION,975,162.1,24.5
2008,04,CESAR,AGUACHICA,VENDAVAL,208,145.7,28.8
2005,09,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1018,117.8,23
2002,07,BOLIVAR,EL CARMEN DE BOLIVAR,VENDAVAL,152,95.2,27.8
1999,10,BOLIVAR,PINILLOS,INUNDACION,10,326.1,28.4
2002,03,ANTIOQUIA,ANDES,AVALANCHA,1180,165.1,22.5
2012,09,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2215,67.4,17
2008,12,HUILA,BARAYA,INUNDACION,1275,69.6,22.7
2012,04,HUILA,GARZON,DESLIZAMIENTO,1270,148.9,20.6
2006,02,SUCRE,MAJAGUAL,INUNDACION,20,24.6,29.1
2011,11,TOLIMA,GUAMO,INUNDACION,360,155.6,27.1
2004,05,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,100,202.4,28.3
2010,11,ANTIOQUIA,SAN RAFAEL,INUNDACION,1016,356.7,22.5
2002,01,CUNDINAMARCA,COGUA,INCENDIO FORESTAL,3100,41.5,10.2
2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,325,53.7,28.7
2010,11,VALLE DEL CAUCA,TULUA,INUNDACION,2902,129.6,11.3
2011,11,NARINO,SAN PABLO,DESLIZAMIENTO,165,223.1,27.8
2011,06,CUNDINAMARCA,PANDI,VENDAVAL,950,57.5,23.6
2008,12,ANTIOQUIA,VEGACHI,INUNDACION,995,67.1,22
1998,05,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,213.5,22.6
2013,05,TOLIMA,SAN ANTONIO,DESLIZAMIENTO,1500,240.9,21.5
2011,12,TOLIMA,NATAGAIMA,INUNDACION,415,162.3,26.9
2009,02,CHOCO,BOJAYA,INUNDACION,20,291.7,26.8
2009,08,SANTANDER,BUCARAMANGA,VENDAVAL,1018,81.7,23.2
2013,06,TOLIMA,VILLAHERMOSA,VENDAVAL,2029,137.2,17.1
2006,04,CAUCA,BOLIVAR,INUNDACION,2300,164.3,16.4
2011,11,GUAVIARE,SAN JOSE DEL GUAVIARE,INUNDACION,165,225,25.8
2013,09,HUILA,PALERMO,INCENDIO FORESTAL,460,59.2,27.7
2008,01,CAUCA,PIENDAMO,DESLIZAMIENTO,1800,192,19
1999,11,SANTANDER,BUCARAMANGA,INUNDACION,1018,104.1,22.6
2008,08,ANTIOQUIA,FRONTINO,VENDAVAL,1330,211.9,20
1999,09,CAUCA,PATIA,INUNDACION,635,113.4,27.4
2000,11,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,954,117.9,24.6
2001,01,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1342,132.7,21.8
2010,02,CUNDINAMARCA,GUASCA,SEQUIA,2750,46.8,13.5
2013,04,TOLIMA,VILLAHERMOSA,INCENDIO FORESTAL,2029,286,17.1
2012,07,CHOCO,LLORO,VENDAVAL,90,746,26.5
2003,04,VALLE DEL CAUCA,CALI,INUNDACION,954,139.8,25
2002,06,BOLIVAR,SAN PABLO,INUNDACION,165,283,28.3
2006,11,BOGOTA DC,BOGOTA DC,INUNDACION,2570,95.3,13.8
2007,11,SANTANDER,LANDAZURI,INUNDACION,1085,288.7,22.5
2012,03,ANTIOQUIA,TURBO,INCENDIO FORESTAL,37,75.6,27.3
2008,09,VALLE DEL CAUCA,BUENAVENTURA,CONTAMINACION,5,819.6,25.5
2010,04,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,83.7,14
2012,06,CORDOBA,CIENAGA DE ORO,VENDAVAL,40,154.7,27.9
2012,09,VALLE DEL CAUCA,BOLIVAR,SISMO,2300,57,16.9
2010,12,CHOCO,QUIBDO,DESLIZAMIENTO,53,631.8,26.2
2009,01,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,63.2,22.4
2002,07,CORDOBA,AYAPEL,VENDAVAL,22,380.7,27.8
2003,04,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,83.7,14
2012,03,ANTIOQUIA,MEDELLIN,INCENDIO FORESTAL,1490,129.1,22.7
2010,09,MAGDALENA,CIENAGA,DESLIZAMIENTO,20,128.2,28.1
2012,04,CAQUETA,FLORENCIA,INUNDACION,280,442.8,25
2005,05,BOGOTA DC,BOGOTA DC,INUNDACION,2570,96.9,14.1
2006,05,TOLIMA,HONDA,DESLIZAMIENTO,222,178.1,27.4
2005,05,VALLE DEL CAUCA,BUGALAGRANDE,VENDAVAL,1002,160.1,23.2
2013,02,TOLIMA,ATACO,INUNDACION,500,200.3,26.2
2011,04,CHOCO,SAN JOSE DEL PALMAR,VENDAVAL,1115,325.5,21.2
2011,10,CESAR,BECERRIL,INUNDACION,170,220.6,26.7
2006,07,NORTE DE SANTANDER,SALAZAR,VENDAVAL,1000,71,22.3
2012,04,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,53,707.2,26.9
1998,10,ANTIOQUIA,CHIGORODO,INUNDACION,58,455.1,27.1
2013,09,CESAR,VALLEDUPAR,INUNDACION,70,183.8,28
2012,02,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,300,124.1,27.3
2001,11,SANTANDER,LEBRIJA,INUNDACION,1189,122.9,20.9
1999,10,ANTIOQUIA,BELLO,INUNDACION,1438,215.6,21.2
2012,12,CHOCO,BAHIA SOLANO,INUNDACION,4,472.7,25.7
2004,11,CESAR,MANAURE,INUNDACION,1,68.1,28.7
2011,12,HUILA,VILLAVIEJA,DESLIZAMIENTO,430,129.8,27.2
2010,04,TOLIMA,RIOBLANCO,INUNDACION,1200,285.2,22.9
2006,01,TOLIMA,NATAGAIMA,VENDAVAL,415,100.1,27.7
2013,05,CORDOBA,LORICA,INUNDACION,30,151.8,27.7
2012,07,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1438,120.9,22.5
2009,04,CESAR,BECERRIL,INUNDACION,170,160.4,28.3
2013,07,TOLIMA,CHAPARRAL,INCENDIO FORESTAL,1000,99.9,23.7
2009,04,CAUCA,PATIA,INUNDACION,635,193.6,25.9
2001,03,CHOCO,CONDOTO,VENDAVAL,66,554.4,26.3
2012,01,CAQUETA,FLORENCIA,VENDAVAL,280,106.3,26
2004,10,LA GUAJIRA,RIOHACHA,INUNDACION,4,148.8,28
1999,02,ANTIOQUIA,VENECIA,INUNDACION,1600,105.6,20.7
2004,09,HUILA,PITALITO,INUNDACION,1320,77,20.1
2010,05,NARINO,SAN ANDRES DE TUMACO,INUNDACION,1,360.1,26.4
2001,02,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1438,53,22.2
2012,08,TOLIMA,FLANDES,INCENDIO FORESTAL,286,41.8,29.8
2010,01,CAUCA,SAN SEBASTIAN,HELADA,2900,76.1,10.8
1999,06,PUTUMAYO,SAN FRANCISCO,INUNDACION,2475,61.2,14.1
2012,04,ARAUCA,SARAVENA,INUNDACION,148,253.4,26
2005,09,CAQUETA,BELEN DE LOS ANDAQUIES,VENDAVAL,300,252.8,25.4
2002,04,CHOCO,RIOSUCIO,INUNDACION,2,139.4,27.4
2005,05,CORDOBA,SAHAGUN,VENDAVAL,125,186.2,27.2
2000,05,CESAR,SAN DIEGO,INUNDACION,350,201.5,26.6
2011,03,NORTE DE SANTANDER,PAMPLONA,DESLIZAMIENTO,2340,64.4,15
2011,07,VALLE DEL CAUCA,SEVILLA,INUNDACION,1692,102.6,19.2
2011,10,CALDAS,VILLAMARIA,DESLIZAMIENTO,4150,192.2,4.4
2013,01,TOLIMA,AMBALEMA,INCENDIO FORESTAL,450,56.2,29
1999,11,SANTANDER,PUERTO PARRA,INUNDACION,168,276.6,27.9
2008,12,ANTIOQUIA,PUERTO BERRIO,INUNDACION,150,104.1,28.4
2004,01,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2215,50.2,16.7
2012,04,SANTANDER,PALMAR,DESLIZAMIENTO,940,217.5,26.1
2005,05,CESAR,VALLEDUPAR,INUNDACION,70,167,29
2013,07,TOLIMA,ROVIRA,INCENDIO FORESTAL,2020,115.6,16.8
2012,04,BOYACA,MONIQUIRA,INUNDACION,1700,236,19.5
2005,05,ATLANTICO,SOLEDAD,INUNDACION,14,118,28.2
2010,02,CUNDINAMARCA,FUQUENE,SEQUIA,2580,63.2,14.8
2007,12,CAUCA,MIRANDA,DESLIZAMIENTO,1128,123.1,23.3
2013,09,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2215,67.4,17
2004,11,BOYACA,PUERTO BOYACA,INUNDACION,350,190.4,27.1
2011,09,CORDOBA,CERETE,VENDAVAL,20,125.2,27.4
2013,07,CESAR,PAILITAS,VENDAVAL,50,135.6,28.2
2007,02,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,1,276.8,26.1
2010,06,LA GUAJIRA,ALBANIA,INUNDACION,1690,143.3,18.8
2009,04,ANTIOQUIA,MEDELLIN,INUNDACION,1490,170.7,22.4
2013,09,CAUCA,SOTARA,INCENDIO FORESTAL,2450,58.4,14.3
2013,05,TOLIMA,CAJAMARCA,ACCIDENTE DE TRANSITO,2120,130.8,15.8
2004,11,BOLIVAR,ARJONA,INUNDACION,10,129.3,27.3
2011,12,SUCRE,SAN BENITO ABAD,INUNDACION,20,50.7,27.9
1999,05,SANTANDER,CERRITO,DESLIZAMIENTO,2698,145.6,13.7
2013,05,SANTANDER,BARRANCABERMEJA,ACCIDENTE,126,373.7,27.7
2008,07,RISARALDA,PEREIRA,VENDAVAL,1342,133.5,21.7
2011,04,CHOCO,QUIBDO,DESLIZAMIENTO,53,707.2,26.9
2005,04,NARINO,SAN ANDRES DE TUMACO,INUNDACION,1,330.8,26.5
2011,05,CAUCA,CAJIBIO,GRANIZADA,1850,191,18.5
2011,10,SANTANDER,RIONEGRO,AVALANCHA,2090,225.2,16.5
2005,04,TOLIMA,HONDA,INUNDACION,222,194.8,27.4
2004,11,SUCRE,SAN BENITO ABAD,INUNDACION,20,147.1,27.9
2010,10,BOGOTA DC,BOGOTA DC,VENDAVAL,2570,101,13.8
2012,10,BOGOTA DC,BOGOTA DC,VENDAVAL,2570,101,13.8
2005,03,TOLIMA,ESPINAL,INUNDACION,475,137.1,27.6
2011,11,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,954,117.9,24.6
2005,11,BOGOTA DC,BOGOTA DC,INUNDACION,2570,95.3,13.8
2001,06,MAGDALENA,PIVIJAY,VENDAVAL,20,110.7,28.4
2011,10,ARCHIPIELAGO DE SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,INUNDACION,1,346.4,27.6
2003,06,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,149.4,22.9
2012,11,CESAR,VALLEDUPAR,DESLIZAMIENTO,70,132.4,27.8
2008,10,MAGDALENA,CIENAGA,INUNDACION,20,149.7,27.7
1999,03,NARINO,MOSQUERA,INUNDACION,2543,57.2,13.4
2012,07,CHOCO,MEDIO SAN JUAN,INUNDACION,40,592,26.1
2013,05,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,954,132.9,25.2
2010,07,CORDOBA,MONTELIBANO,INUNDACION,50,359.5,27.1
2013,09,CASANARE,YOPAL,INCENDIO FORESTAL,325,270.3,26
1998,10,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,226.7,21.8
2012,01,CASANARE,YOPAL,INCENDIO FORESTAL,325,9.6,28.2
2005,02,NORTE DE SANTANDER,TIBU,INUNDACION,62,85.9,28
1999,06,NARINO,BARBACOAS,INUNDACION,1010,330.9,20.5
2007,06,TOLIMA,GUAMO,INUNDACION,360,80.9,27.6
2013,08,TOLIMA,ARMERO,INCENDIO FORESTAL,300,123.3,29.2
2008,10,CORDOBA,MONTERIA,VENDAVAL,30,140.5,27
2012,06,CHOCO,MEDIO SAN JUAN,INCENDIO ESTRUCTURAL,40,511.6,26.1
2011,06,ANTIOQUIA,SAN FRANCISCO,INCENDIO ESTRUCTURAL,2475,61.2,14.1
2010,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,96.9,14.1
2013,08,GUAINIA,INIRIDA,INCENDIO ESTRUCTURAL,100,398.9,26
2008,10,CHOCO,CONDOTO,INCENDIO ESTRUCTURAL,66,650.5,25.9
2004,06,ANTIOQUIA,CAREPA,INUNDACION,30,316.3,26.9
2003,06,VALLE DEL CAUCA,PALMIRA,INCENDIO ESTRUCTURAL,1058,73.3,23.1
2010,04,RISARALDA,PEREIRA,DESLIZAMIENTO,1342,249.3,21.5
2001,01,CUNDINAMARCA,FUSAGASUGA,INCENDIO FORESTAL,1460,121.3,20.6
2003,12,ANTIOQUIA,TURBO,INUNDACION,37,193.9,27.1
2012,02,TOLIMA,IBAGUE,TORMENTA ELECTRICA,750,72.6,25.2
2011,09,CHOCO,BOJAYA,INUNDACION,20,324.8,26.1
2005,06,SANTANDER,PUERTO WILCHES,VENDAVAL,138,305.7,28.8
2011,04,CUNDINAMARCA,SAN CAYETANO,DESLIZAMIENTO,2150,192.7,16.2
2011,05,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2570,96.9,14.1
2003,04,CESAR,AGUSTIN CODAZZI,INUNDACION,180,149.7,29.6
2013,01,VALLE DEL CAUCA,YUMBO,INCENDIO FORESTAL,1500,64.8,20.6
2012,08,QUINDIO,ARMENIA,VENDAVAL,1229,95.6,22.6
1999,12,HUILA,LA PLATA,INC.ESTRUCTURAL,1070,151.2,22.1
2012,05,GUAVIARE,SAN JOSE DEL GUAVIARE,INUNDACION,165,353.6,25.4
2008,06,CORDOBA,MONTELIBANO,INUNDACION,50,326.7,27.2
2012,02,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,300,124.1,27.3
1998,07,BOLIVAR,EL CARMEN DE BOLIVAR,INUNDACION,152,95.2,27.8
2003,11,SANTANDER,ZAPATOCA,INUNDACION,1810,111.4,18.4
2008,11,TOLIMA,SAN SEBASTIAN DE MARIQUITA,INUNDACION,500,503.5,24.5
2010,07,ATLANTICO,SOLEDAD,INUNDACION,14,92.1,28
2013,02,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1229,144.2,22.4
2011,01,ANTIOQUIA,BELLO,INCENDIO ESTRUCTURAL,1438,38.1,21.7
1998,12,LA GUAJIRA,RIOHACHA,INUNDACION,4,31,27.3
2009,09,ANTIOQUIA,TAMESIS,VENDAVAL,1151,278.5,22.4
2010,05,BOLIVAR,MAGANGUE,VENDAVAL,18,142.8,28.2
1999,03,ANTIOQUIA,BELLO,DESLIZAMIENTO,1438,99.6,22.3
2010,04,TOLIMA,ESPINAL,INUNDACION,475,225.3,26.8
2005,11,LA GUAJIRA,RIOHACHA,INUNDACION,4,75.6,27.7
2010,03,ANTIOQUIA,NECOCLI,INUNDACION,10,82.2,27.1
2012,04,CUNDINAMARCA,TABIO,INUNDACION,2620,91.4,14.2
2010,12,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1018,66.6,22.8
2006,11,CAUCA,FLORENCIA,DESLIZAMIENTO,280,243.2,25.4
2012,03,CESAR,VALLEDUPAR,INUNDACION,70,69.3,30.3
2008,06,BOGOTA DC,BOGOTA DC,VENDAVAL,2570,58,14
2011,11,NARINO,LA UNION,DESLIZAMIENTO,2314,226.9,14.6
2012,03,VICHADA,CUMARIBO,INCENDIO FORESTAL,125,129.6,27.3
2011,04,RISARALDA,SANTA ROSA DE CABAL,INUNDACION,1600,292.8,19.6
2009,03,CESAR,BECERRIL,VENDAVAL,170,77.4,28.9
2010,11,CAUCA,CAJIBIO,INUNDACION,1850,304.3,18.1
2010,12,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,100,249.2,26.6
2005,12,SANTANDER,SABANA DE TORRES,DESLIZAMIENTO,328,118.6,27.2
2006,04,TOLIMA,AMBALEMA,INUNDACION,450,194.5,28.2
1998,11,LA GUAJIRA,FONSECA,INUNDACION,170,87.1,27.1
1999,02,HUILA,GARZON,VENDAVAL,1270,99.6,20.7
2012,03,ANTIOQUIA,TURBO,VENDAVAL,37,75.6,27.3
2006,11,ATLANTICO,SOLEDAD,INUNDACION,14,95.6,27.5
2012,06,NORTE DE SANTANDER,PAMPLONA,INUNDACION,2340,68.9,15.7
2012,12,QUINDIO,ARMENIA,DESLIZAMIENTO,1229,175.2,21.9
2009,02,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2570,51.3,13.9
2008,11,BOLIVAR,MAGANGUE,INUNDACION,18,99,27.4
2013,02,SANTANDER,GIRON,DESLIZAMIENTO,777,70.8,25.4
2009,10,SUCRE,MAJAGUAL,VENDAVAL,20,383.1,28.6
2013,02,NORTE DE SANTANDER,CUCUTA,INUNDACION,100,130.1,26.9
2010,08,TOLIMA,COYAIMA,VENDAVAL,485,41.4,30
