Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2013,03,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,200-300,20-25
2011,07,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1500-2000,100-200,15-20
2011,04,TOLIMA,HONDA,INUNDACION,0-500,100-200,25-30
2011,06,BOYACA,MACANAL,INUNDACION,1000-1500,300-400,15-20
2000,03,BOYACA,TUNJA,INUNDACION,2500-3000,0-100,10-15
2012,07,PUTUMAYO,PUERTO LEGUIZAMO,INUNDACION,0-500,200-300,20-25
2010,07,QUINDIO,ARMENIA,VENDAVAL,1000-1500,100-200,20-25
2012,09,NARINO,SAMANIEGO,VENDAVAL,1500-2000,0-100,20-25
2008,05,VALLE DEL CAUCA,ARGELIA,DESLIZAMIENTO,1500-2000,100-200,20-25
2013,06,BOLIVAR,CARTAGENA,ACCIDENTE,0-500,100-200,25-30
2012,07,SANTANDER,RIONEGRO,INCENDIO FORESTAL,2000-2500,100-200,15-20
2012,01,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
2008,02,CAUCA,PATIA,INUNDACION,500-1000,100-200,25-30
2005,10,CAUCA,PATIA,VENDAVAL,500-1000,200-300,25-30
2012,08,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2010,07,BOLIVAR,PINILLOS,INUNDACION,0-500,200-300,25-30
2007,09,CHOCO,RIO QUITO,INUNDACION,0-500,500-600,25-30
2013,05,NARINO,PASTO,INUNDACION,2500-3000,100-200,10-15
2010,01,MAGDALENA,EL BANCO,COLAPSO,0-500,0-100,25-30
2008,10,ATLANTICO,REPELON,INUNDACION,0-500,100-200,25-30
2007,09,CESAR,PAILITAS,INUNDACION,0-500,200-300,25-30
2010,08,META,VILLAVICENCIO,INUNDACION,0-500,300-400,20-25
2006,12,CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
2002,03,NARINO,TAMINANGO,SEQUIA,1500-2000,100-200,15-20
2013,08,BOLIVAR,CARTAGENA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2011,02,VALLE DEL CAUCA,EL CERRITO,VENDAVAL,2500-3000,0-100,10-15
2001,01,TOLIMA,PURIFICACION,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2010,10,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,100-200,10-15
2005,06,CALDAS,VILLAMARIA,DESLIZAMIENTO,4000-4500,100-200,0-5
2013,06,CESAR,BECERRIL,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2005,02,META,GRANADA,INUNDACION,0-500,0-100,25-30
2007,04,CUNDINAMARCA,PACHO,INUNDACION,2000-2500,100-200,15-20
2010,09,LA GUAJIRA,MAICAO,INUNDACION,0-500,100-200,25-30
2010,11,RISARALDA,SANTUARIO,DESLIZAMIENTO,1500-2000,200-300,15-20
2012,12,BOYACA,SOGAMOSO,INCENDIO FORESTAL,2500-3000,0-100,10-15
2006,11,CASANARE,YOPAL,INUNDACION,0-500,100-200,25-30
2009,04,CAUCA,PIENDAMO,AVALANCHA,1500-2000,200-300,15-20
2001,11,CHOCO,BOJAYA,INUNDACION,0-500,400-500,25-30
2012,09,HUILA,GARZON,INCENDIO FORESTAL,1000-1500,0-100,20-25
2010,11,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1000-1500,100-200,20-25
1998,07,CORDOBA,AYAPEL,INUNDACION,0-500,300-400,25-30
2011,11,CAUCA,ARGELIA,INUNDACION,1500-2000,100-200,20-25
2012,07,NARINO,PASTO,INCENDIO FORESTAL,2500-3000,100-200,10-15
2013,03,TOLIMA,ROVIRA,DESLIZAMIENTO,2000-2500,100-200,15-20
2012,10,CORDOBA,MONTELIBANO,AVALANCHA,0-500,200-300,25-30
2007,09,SUCRE,SAN BENITO ABAD,VENDAVAL,0-500,200-300,25-30
2013,02,BOYACA,SOGAMOSO,INCENDIO FORESTAL,2500-3000,0-100,10-15
2009,07,PUTUMAYO,VILLAGARZON,INUNDACION,0-500,300-400,20-25
1999,11,SANTANDER,CIMITARRA,INUNDACION,0-500,300-400,25-30
2010,06,ANTIOQUIA,BELLO,INUNDACION,1000-1500,100-200,20-25
2004,11,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
2006,05,CALDAS,SAMANA,VENDAVAL,1000-1500,600-700,15-20
2010,07,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
2011,11,CALDAS,SUPIA,INUNDACION,1000-1500,200-300,20-25
2012,01,CUNDINAMARCA,NEMOCON,INUNDACION,2500-3000,0-100,10-15
2003,11,LA GUAJIRA,DIBULLA,INUNDACION,0-500,200-300,25-30
2005,01,HUILA,TELLO,DESLIZAMIENTO,1000-1500,0-100,20-25
2004,05,CASANARE,OROCUE,INUNDACION,0-500,300-400,25-30
2005,11,LA GUAJIRA,URIBIA,INUNDACION,0-500,100-200,25-30
2011,04,QUINDIO,ARMENIA,VENDAVAL,1000-1500,200-300,20-25
2003,05,CORDOBA,SAN CARLOS,INUNDACION,1000-1500,400-500,20-25
2013,03,SANTANDER,ZAPATOCA,INCENDIO FORESTAL,1500-2000,0-100,15-20
2010,11,CAUCA,PIENDAMO,DESLIZAMIENTO,1500-2000,200-300,15-20
2013,02,TOLIMA,HONDA,INUNDACION,0-500,0-100,25-30
2011,06,HUILA,SUAZA,DESLIZAMIENTO,1000-1500,100-200,20-25
2013,08,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
2006,06,BOYACA,PUERTO BOYACA,INUNDACION,0-500,100-200,25-30
2012,02,BOYACA,DUITAMA,INCENDIO FORESTAL,2500-3000,100-200,10-15
2000,08,BOYACA,CHITA,DESLIZAMIENTO,2500-3000,100-200,10-15
2010,09,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2012,08,HUILA,CAMPOALEGRE,INCENDIO FORESTAL,500-1000,0-100,25-30
2004,11,BOYACA,PUERTO BOYACA,INUNDACION,0-500,100-200,25-30
2013,05,MAGDALENA,SALAMINA,INCENDIO FORESTAL,2500-3000,100-200,10-15
2008,09,PUTUMAYO,MOCOA,DESLIZAMIENTO,500-1000,200-300,20-25
2011,04,ARAUCA,SARAVENA,INUNDACION,0-500,200-300,25-30
2010,02,NORTE DE SANTANDER,CUCUTA,SEQUIA,0-500,100-200,25-30
2005,05,CORDOBA,AYAPEL,INUNDACION,0-500,200-300,25-30
2000,07,CESAR,AGUSTIN CODAZZI,AVALANCHA,0-500,100-200,25-30
2000,06,ARAUCA,SARAVENA,INUNDACION,0-500,400-500,20-25
2012,11,RISARALDA,PEREIRA,INUNDACION,1000-1500,200-300,20-25
2008,12,BOYACA,PUERTO BOYACA,INUNDACION,0-500,100-200,25-30
2008,11,CUNDINAMARCA,ANOLAIMA,INUNDACION,1500-2000,100-200,15-20
2007,11,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
2013,03,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2012,01,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,0-100,25-30
2010,12,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2012,03,CAUCA,ARGELIA,DESLIZAMIENTO,1500-2000,100-200,20-25
2005,11,MAGDALENA,SANTA MARTA,INUNDACION,0-500,200-300,25-30
2000,03,SANTANDER,LEBRIJA,INUNDACION,1000-1500,100-200,20-25
2013,02,SANTANDER,PUERTO WILCHES,INCENDIO FORESTAL,0-500,0-100,25-30
2012,06,BOYACA,PUERTO BOYACA,VENDAVAL,0-500,100-200,25-30
2005,07,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,0-100,15-20
2011,01,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,100-200,25-30
2013,04,BOYACA,DUITAMA,INCENDIO FORESTAL,2500-3000,200-300,10-15
2005,11,CORDOBA,MONTERIA,INUNDACION,0-500,0-100,25-30
2013,04,SANTANDER,BUCARAMANGA,ACCIDENTE DE TRANSITO,1000-1500,100-200,20-25
2001,08,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,0-100,25-30
2011,06,CASANARE,YOPAL,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
2011,01,CHOCO,QUIBDO,INUNDACION,0-500,500-600,25-30
2004,01,BOYACA,NOBSA,INCENDIO FORESTAL,2500-3000,0-100,15-20
2009,06,NORTE DE SANTANDER,RAGONVALIA,INCENDIO ESTRUCTURAL,1500-2000,100-200,15-20
2013,04,VALLE DEL CAUCA,CALI,VENDAVAL,500-1000,100-200,25-30
2005,11,BOLIVAR,ZAMBRANO,INUNDACION,0-500,0-100,25-30
2011,11,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,100-200,15-20
2013,01,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2013,03,CUNDINAMARCA,SOACHA,INUNDACION,2500-3000,0-100,10-15
2001,01,CUNDINAMARCA,SUTATAUSA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2009,06,PUTUMAYO,MOCOA,INUNDACION,500-1000,400-500,20-25
2008,12,CORDOBA,MONTERIA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2006,03,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,0-100,25-30
2006,09,SUCRE,SAN BENITO ABAD,VENDAVAL,0-500,200-300,25-30
2007,11,MAGDALENA,EL BANCO,INUNDACION,0-500,200-300,25-30
2005,02,SANTANDER,RIONEGRO,INUNDACION,2000-2500,0-100,15-20
2010,11,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
2012,09,ANTIOQUIA,CIUDAD BOLIVAR,INUNDACION,2000-2500,200-300,15-20
2012,03,HUILA,BARAYA,INUNDACION,1000-1500,100-200,20-25
2012,07,CHOCO,QUIBDO,VENDAVAL,0-500,800-900,25-30
2013,01,ATLANTICO,BARRANQUILLA,INCENDIO FORESTAL,0-500,0-100,25-30
2007,08,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,800-900,25-30
2001,02,BOYACA,DUITAMA,INCENDIO FORESTAL,2500-3000,100-200,10-15
2008,12,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
2010,11,SANTANDER,VELEZ,DESLIZAMIENTO,2000-2500,100-200,15-20
2013,03,CUNDINAMARCA,PACHO,INUNDACION,2000-2500,100-200,15-20
2012,07,SANTANDER,GIRON,INCENDIO FORESTAL,500-1000,0-100,25-30
2001,08,SANTANDER,CABRERA,VENDAVAL,2000-2500,0-100,15-20
2012,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2011,05,BOYACA,RONDON,INUNDACION,2000-2500,200-300,15-20
2011,06,CUNDINAMARCA,PASCA,VENDAVAL,2000-2500,0-100,15-20
2007,05,BOLIVAR,MONTECRISTO,INUNDACION,0-500,500-600,25-30
2013,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,0-100,15-20
2010,11,BOYACA,SOCOTA,INUNDACION,3500-4000,100-200,5-10
2005,10,LA GUAJIRA,RIOHACHA,VENDAVAL,0-500,100-200,25-30
2012,05,SANTANDER,CERRITO,INUNDACION,2500-3000,100-200,10-15
2013,07,SANTANDER,GIRON,VENDAVAL,500-1000,0-100,25-30
2013,03,NARINO,BARBACOAS,ACCIDENTE DE TRANSITO,1000-1500,300-400,20-25
2006,06,TOLIMA,ROVIRA,DESLIZAMIENTO,2000-2500,100-200,15-20
2013,09,SANTANDER,GIRON,INCENDIO FORESTAL,500-1000,0-100,25-30
2012,02,ANTIOQUIA,CAREPA,INCENDIO FORESTAL,0-500,0-100,25-30
2012,08,CAUCA,MERCADERES,SEQUIA,500-1000,0-100,25-30
2010,10,PUTUMAYO,VILLAGARZON,VENDAVAL,0-500,300-400,25-30
2013,10,ANTIOQUIA,REMEDIOS,ACCIDENTE MINERO,500-1000,300-400,20-25
2013,07,CUNDINAMARCA,MADRID,INCENDIO FORESTAL,2500-3000,0-100,10-15
2005,05,CALDAS,SUPIA,INUNDACION,1000-1500,200-300,20-25
2012,12,PUTUMAYO,MOCOA,COLAPSO,500-1000,200-300,20-25
2013,05,RISARALDA,PEREIRA,VENDAVAL,1000-1500,200-300,20-25
2011,06,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2011,12,LA GUAJIRA,DIBULLA,INUNDACION,0-500,0-100,25-30
2012,04,HUILA,SANTA MARIA,INUNDACION,1000-1500,100-200,20-25
2013,04,VALLE DEL CAUCA,PALMIRA,VENDAVAL,1000-1500,100-200,20-25
2002,04,CHOCO,QUIBDO,INUNDACION,0-500,700-800,25-30
2007,11,TOLIMA,IBAGUE,INUNDACION,500-1000,100-200,20-25
2007,09,MAGDALENA,ZONA BANANERA,INUNDACION,0-500,100-200,25-30
2012,05,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,100-200,15-20
2012,03,CORDOBA,MONTERIA,COLAPSO,0-500,0-100,25-30
2013,01,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,0-500,0-100,25-30
2008,05,CAUCA,SOTARA,INUNDACION,2000-2500,100-200,10-15
2011,11,ANTIOQUIA,BELLO,INUNDACION,1000-1500,100-200,20-25
2008,11,CAUCA,PUERTO TEJADA,INUNDACION,1000-1500,100-200,20-25
2006,07,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,500-1000,0-100,25-30
2006,06,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
2012,07,CUNDINAMARCA,FUSAGASUGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
1999,12,NORTE DE SANTANDER,HERRAN,DESLIZAMIENTO,2500-3000,0-100,10-15
2009,07,CORDOBA,MONTERIA,VENDAVAL,0-500,100-200,25-30
2009,06,PUTUMAYO,MOCOA,INUNDACION,500-1000,400-500,20-25
2007,04,CAUCA,SANTANDER DE QUILICHAO,INUNDACION,1000-1500,200-300,20-25
2011,08,CHOCO,BAHIA SOLANO,DESLIZAMIENTO,0-500,500-600,25-30
2004,02,BOLIVAR,PINILLOS,INUNDACION,0-500,0-100,25-30
2007,04,TOLIMA,AMBALEMA,INUNDACION,0-500,100-200,25-30
2008,08,LA GUAJIRA,ALBANIA,VENDAVAL,1500-2000,100-200,15-20
2012,01,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
2011,05,META,VILLAVICENCIO,INUNDACION,0-500,600-700,25-30
2008,05,SANTANDER,BUCARAMANGA,INUNDACION,1000-1500,100-200,20-25
2010,10,SUCRE,MAJAGUAL,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
2008,02,TOLIMA,CHAPARRAL,INUNDACION,1000-1500,200-300,20-25
2009,01,CHOCO,BOJAYA,AVALANCHA,0-500,300-400,25-30
2012,01,BOYACA,BOAVITA,INCENDIO FORESTAL,2000-2500,0-100,15-20
2013,09,LA GUAJIRA,VILLANUEVA,VENDAVAL,0-500,200-300,25-30
2013,09,TOLIMA,GUAMO,INCENDIO FORESTAL,0-500,100-200,25-30
2010,12,TOLIMA,DOLORES,INUNDACION,1000-1500,200-300,20-25
2001,12,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,600-700,25-30
2004,09,MAGDALENA,ZONA BANANERA,INUNDACION,0-500,100-200,25-30
2013,09,SANTANDER,GIRON,INCENDIO FORESTAL,500-1000,0-100,25-30
2004,11,MAGDALENA,ZONA BANANERA,INUNDACION,0-500,100-200,25-30
1999,09,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,100-200,15-20
2011,12,BOYACA,SOGAMOSO,DESLIZAMIENTO,2500-3000,0-100,10-15
2011,04,META,VILLAVICENCIO,DESLIZAMIENTO,0-500,500-600,25-30
2009,08,CHOCO,QUIBDO,INUNDACION,0-500,800-900,25-30
2013,01,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
2012,10,RISARALDA,PEREIRA,CRECIENTE SUBITA,1000-1500,200-300,20-25
1999,09,CORDOBA,MONTELIBANO,INUNDACION,0-500,300-400,25-30
2006,09,LA GUAJIRA,VILLANUEVA,VENDAVAL,0-500,200-300,25-30
2009,03,NARINO,SAN PABLO,DESLIZAMIENTO,0-500,100-200,25-30
2012,04,ATLANTICO,BARRANQUILLA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2004,11,SANTANDER,GIRON,DESLIZAMIENTO,500-1000,0-100,25-30
2012,08,HUILA,GARZON,INCENDIO FORESTAL,1000-1500,0-100,15-20
1998,03,NARINO,SAN ANDRES DE TUMACO,MAREJADAS,0-500,200-300,25-30
2013,05,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,200-300,25-30
2003,06,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
2008,06,CESAR,CHIRIGUANA,INUNDACION,0-500,100-200,25-30
2005,03,CHOCO,QUIBDO,INUNDACION,0-500,500-600,25-30
2010,05,ANTIOQUIA,SAN RAFAEL,TORMENTA ELECTRICA,1000-1500,300-400,20-25
2012,09,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
2013,06,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
2012,05,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
2012,08,ANTIOQUIA,SAN ROQUE,INUNDACION,500-1000,200-300,20-25
2011,04,ANTIOQUIA,CHIGORODO,INUNDACION,0-500,200-300,25-30
2010,09,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,200-300,25-30
2013,04,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2011,11,VALLE DEL CAUCA,FLORIDA,DESLIZAMIENTO,1000-1500,100-200,20-25
2011,04,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
2008,07,NORTE DE SANTANDER,OCANA,VENDAVAL,1000-1500,0-100,20-25
2012,09,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2003,03,NORTE DE SANTANDER,TIBU,INCENDIO FORESTAL,0-500,100-200,25-30
2013,02,ANTIOQUIA,CAUCASIA,INCENDIO FORESTAL,0-500,0-100,25-30
2012,02,BOYACA,SOGAMOSO,INCENDIO FORESTAL,2500-3000,0-100,10-15
2012,02,VALLE DEL CAUCA,ZARZAL,INCENDIO FORESTAL,500-1000,0-100,20-25
2003,12,ANTIOQUIA,NECOCLI,INUNDACION,0-500,100-200,25-30
2011,12,CUNDINAMARCA,MOSQUERA,INUNDACION,2500-3000,0-100,10-15
2002,07,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,25-30
2012,01,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,0-100,25-30
2010,06,CAUCA,GUAPI,INUNDACION,0-500,500-600,25-30
2010,04,VALLE DEL CAUCA,FLORIDA,VENDAVAL,1000-1500,100-200,20-25
2005,12,CAUCA,MERCADERES,VENDAVAL,500-1000,100-200,25-30
2012,07,TOLIMA,LERIDA,ERUPCION,0-500,0-100,25-30
2013,01,SANTANDER,ZAPATOCA,INCENDIO FORESTAL,1500-2000,0-100,15-20
2010,12,HUILA,BARAYA,DESLIZAMIENTO,1000-1500,0-100,20-25
2005,03,QUINDIO,ARMENIA,SISMO,1000-1500,100-200,20-25
2010,09,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,100-200,25-30
2004,08,ATLANTICO,MANATI,VENDAVAL,0-500,100-200,25-30
2011,11,RISARALDA,SANTUARIO,DESLIZAMIENTO,1500-2000,200-300,15-20
2013,02,CAQUETA,FLORENCIA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2008,09,ANTIOQUIA,BELLO,VARIOS,1000-1500,100-200,20-25
2012,10,SANTANDER,LANDAZURI,VENDAVAL,1000-1500,300-400,20-25
2008,10,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,20-25
2011,09,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1500-2000,100-200,15-20
2006,04,NARINO,SAN BERNARDO,DESLIZAMIENTO,2000-2500,200-300,15-20
2008,04,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
2010,03,CUNDINAMARCA,TENJO,INCENDIO FORESTAL,2500-3000,0-100,10-15
2009,04,VALLE DEL CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
2002,04,CALDAS,MANIZALES,INUNDACION,2000-2500,100-200,15-20
2011,04,ARAUCA,SARAVENA,DESLIZAMIENTO,0-500,200-300,25-30
2013,09,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,100-200,25-30
1998,02,BOYACA,DUITAMA,INC.FORESTAL,2500-3000,100-200,10-15
2013,08,TOLIMA,FLANDES,INCENDIO FORESTAL,0-500,0-100,25-30
2005,05,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,100-200,15-20
1998,08,SUCRE,SAN BENITO ABAD,VENDAVAL,0-500,200-300,25-30
2013,02,META,VISTAHERMOSA,ACCIDENTE AEREO,0-500,0-100,25-30
2002,04,ANTIOQUIA,URRAO,INUNDACION,1500-2000,100-200,15-20
2008,04,TOLIMA,VILLAHERMOSA,INUNDACION,2000-2500,200-300,15-20
2010,02,BOLIVAR,MARIA LA BAJA,SEQUIA,0-500,0-100,25-30
2011,03,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,100-200,15-20
2006,05,CUNDINAMARCA,PASCA,INUNDACION,2000-2500,0-100,15-20
2010,05,TOLIMA,MELGAR,INUNDACION,0-500,100-200,25-30
2011,12,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2010,11,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
2010,02,BOLIVAR,MAGANGUE,SEQUIA,0-500,0-100,25-30
2005,03,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
2004,06,CHOCO,QUIBDO,INUNDACION,0-500,700-800,25-30
2013,01,META,PUERTO LOPEZ,INCENDIO FORESTAL,0-500,0-100,25-30
2013,02,CASANARE,TAURAMENA,INCENDIO FORESTAL,0-500,0-100,25-30
2004,10,HUILA,GARZON,VENDAVAL,1000-1500,100-200,20-25
2004,02,SANTANDER,CABRERA,SEQUIA,2000-2500,0-100,15-20
2006,05,BOYACA,SOCOTA,INUNDACION,3500-4000,300-400,5-10
2000,02,TOLIMA,PLANADAS,DESLIZAMIENTO,1000-1500,200-300,20-25
2012,12,CUNDINAMARCA,UBAQUE,INCENDIO FORESTAL,2500-3000,0-100,10-15
2000,02,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,25-30
2011,11,HUILA,PITALITO,DESLIZAMIENTO,1000-1500,0-100,20-25
2000,05,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
2008,05,ANTIOQUIA,FRONTINO,INUNDACION,1000-1500,300-400,20-25
2010,11,BOYACA,PUERTO BOYACA,INUNDACION,0-500,100-200,25-30
2009,04,HUILA,GIGANTE,INUNDACION,1500-2000,100-200,20-25
2011,10,CUNDINAMARCA,FUSAGASUGA,INUNDACION,1000-1500,100-200,20-25
2005,11,HUILA,GIGANTE,INUNDACION,1500-2000,100-200,15-20
2012,05,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,200-300,20-25
2000,09,ANTIOQUIA,VEGACHI,INUNDACION,500-1000,200-300,20-25
2010,02,BOYACA,DUITAMA,SEQUIA,2500-3000,100-200,10-15
2006,07,ANTIOQUIA,CHIGORODO,VENDAVAL,0-500,300-400,25-30
2010,11,TOLIMA,ATACO,INUNDACION,500-1000,300-400,25-30
2010,02,ARAUCA,SARAVENA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2004,11,BOLIVAR,ZAMBRANO,INUNDACION,0-500,0-100,25-30
2013,01,CUNDINAMARCA,BOJACA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2010,11,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2009,04,QUINDIO,CALARCA,VENDAVAL,1000-1500,200-300,20-25
2004,08,ANTIOQUIA,CONCORDIA,INCENDIO ESTRUCTURAL,1500-2000,100-200,15-20
2001,12,CAUCA,ARGELIA,DESLIZAMIENTO,1500-2000,0-100,20-25
2012,05,SANTANDER,BARRANCABERMEJA,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
2001,03,RISARALDA,PEREIRA,INUNDACION,1000-1500,200-300,20-25
2013,05,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
2005,11,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2006,04,SANTANDER,LANDAZURI,INUNDACION,1000-1500,200-300,20-25
1998,03,VALLE DEL CAUCA,SEVILLA,VENDAVAL,1500-2000,200-300,15-20
1999,10,BOLIVAR,RIO VIEJO,INUNDACION,0-500,200-300,25-30
2013,02,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,0-100,15-20
2012,03,SANTANDER,PINCHOTE,INUNDACION,500-1000,0-100,25-30
2012,06,ANTIOQUIA,MEDELLIN,INCENDIO FORESTAL,1000-1500,100-200,20-25
2013,06,NORTE DE SANTANDER,PAMPLONA,DERRAME,2000-2500,0-100,15-20
2012,04,VALLE DEL CAUCA,PALMIRA,INUNDACION,1000-1500,100-200,20-25
2005,10,RISARALDA,PEREIRA,INUNDACION,1000-1500,200-300,20-25
2012,03,PUTUMAYO,SIBUNDOY,INUNDACION,2000-2500,100-200,15-20
2013,05,TOLIMA,FLANDES,INUNDACION,0-500,100-200,25-30
2010,08,CESAR,AGUSTIN CODAZZI,INUNDACION,0-500,100-200,25-30
2012,03,ANTIOQUIA,SAN RAFAEL,VENDAVAL,1000-1500,200-300,20-25
2007,10,ANTIOQUIA,BELLO,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,07,SUCRE,MAJAGUAL,INUNDACION,0-500,300-400,25-30
2007,12,VALLE DEL CAUCA,BUENAVENTURA,DESLIZAMIENTO,0-500,600-700,25-30
2003,04,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2011,06,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2013,06,RISARALDA,SANTA ROSA DE CABAL,INUNDACION,1500-2000,100-200,15-20
1998,11,ANTIOQUIA,BELLO,INC.ESTRUCTURAL,1000-1500,100-200,20-25
2006,05,VALLE DEL CAUCA,ARGELIA,INUNDACION,1500-2000,100-200,20-25
1999,12,HUILA,BARAYA,AVALANCHA,1000-1500,0-100,20-25
2005,03,TOLIMA,SAN SEBASTIAN DE MARIQUITA,INUNDACION,500-1000,300-400,20-25
2006,08,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
2012,04,HUILA,NEIVA,INUNDACION,1500-2000,100-200,15-20
2008,10,VALLE DEL CAUCA,BUENAVENTURA,INCENDIO ESTRUCTURAL,0-500,700-800,25-30
1999,08,CESAR,AGUACHICA,CONTAMINACION,0-500,100-200,25-30
2012,08,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
1998,06,TOLIMA,ESPINAL,INUNDACION,0-500,0-100,25-30
2013,07,BOYACA,MONIQUIRA,ACCIDENTE DE TRANSITO,1500-2000,100-200,15-20
2011,04,CAUCA,ARGELIA,DESLIZAMIENTO,1500-2000,100-200,20-25
2008,11,CUNDINAMARCA,SAN BERNARDO,INUNDACION,2000-2500,300-400,15-20
2007,11,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
