id,Anio,Mes,Departamento,Municipio,Deslizamiento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
6059,2012,05,VALLE DEL CAUCA,BUENAVENTURA,NO,5,642.6,26.1
6060,2011,11,HUILA,COLOMBIA,SI,1476,187.8,19.3
6061,1999,11,LA GUAJIRA,URIBIA,NO,85,153.5,27.1
6062,2008,12,CESAR,AGUACHICA,NO,208,48.2,28.2
6063,2013,09,SANTANDER,GIRON,NO,777,90.7,25.2
6064,2013,01,MAGDALENA,SANTA MARTA,NO,30,33.8,25.1
6065,2013,07,CESAR,VALLEDUPAR,NO,70,105.5,29.2
6066,2004,11,BOLIVAR,SAN PABLO,NO,165,223.1,27.8
6067,2012,04,CORDOBA,SAN BERNARDO DEL VIENTO,NO,22,118.4,27.5
6068,2011,11,HUILA,LA PLATA,SI,1070,164.5,22.2
6069,2011,04,ANTIOQUIA,MEDELLIN,NO,1490,170.7,22.4
6070,2002,10,NORTE DE SANTANDER,PAMPLONA,NO,2340,141.7,15.4
6071,1999,12,HUILA,COLOMBIA,SI,1476,106,19.3
6072,2006,01,QUINDIO,ARMENIA,SI,1229,136.1,22.2
6073,2013,07,VALLE DEL CAUCA,BUGALAGRANDE,NO,1002,80.8,23.3
6074,2012,03,CASANARE,YOPAL,NO,325,101.3,28.5
6075,2009,05,SANTANDER,CIMITARRA,SI,300,281.3,27.1
6076,2013,05,ANTIOQUIA,VEGACHI,NO,995,253.9,22.7
6077,2012,02,CESAR,BECERRIL,NO,170,46.3,28.9
6078,1999,02,CAUCA,SANTANDER DE QUILICHAO,NO,1015,141.2,23.7
6079,2012,08,HUILA,AGRADO,NO,780,27.5,24.3
6080,1999,10,MAGDALENA,SANTA MARTA,NO,30,266.3,26.6
6081,2010,12,TOLIMA,IBAGUE,NO,750,78.1,24.7
6082,2012,08,TOLIMA,MELGAR,NO,319,35.2,28.5
6083,2000,05,NARINO,SAN ANDRES DE TUMACO,NO,1,360.1,26.4
6084,2013,06,TOLIMA,IBAGUE,NO,750,92.4,25.1
6085,2013,01,SANTANDER,MOGOTES,NO,1667,67.1,18.8
6086,2006,12,VALLE DEL CAUCA,BUENAVENTURA,NO,5,675.8,25.3
6087,2011,02,HUILA,PITALITO,SI,1320,83.9,21.1
6088,2009,10,BOGOTA DC,BOGOTA DC,NO,2570,101,13.8
6089,2007,10,LA GUAJIRA,FONSECA,NO,170,111,27.6
6090,2012,07,CASANARE,VILLANUEVA,NO,255,331.6,24.2
6091,2005,11,RISARALDA,PUEBLO RICO,SI,1530,298.4,18.1
6092,2013,03,HUILA,SANTA MARIA,NO,1300,141.8,21.1
6093,2012,04,SANTANDER,MOGOTES,NO,1667,295.6,19.2
6094,1998,05,VALLE DEL CAUCA,BUGALAGRANDE,NO,1002,160.1,23.2
6095,2004,01,CAUCA,CAJIBIO,NO,1850,250.1,18.3
6096,2010,10,CHOCO,QUIBDO,NO,53,606.3,26.3
6097,2003,08,BOYACA,PAJARITO,SI,1550,361.4,18.1
6098,2011,12,VALLE DEL CAUCA,LA UNION,NO,2314,189.7,14.6
6099,2012,08,TOLIMA,IBAGUE,NO,750,74.9,26.4
6100,2008,02,CHOCO,BAHIA SOLANO,NO,4,142,26.3
6101,2009,03,CUNDINAMARCA,SOACHA,SI,2900,61.8,11.9
6102,1999,05,BOLIVAR,MONTECRISTO,NO,100,555.4,27.8
6103,2013,04,HUILA,NEIVA,NO,1691,190.9,18.8
6104,2003,01,VICHADA,PUERTO CARRENO,NO,50,11.1,29.5
6105,2009,06,PUTUMAYO,COLON,NO,2100,185.6,15.2
6106,2012,10,BOYACA,SOGAMOSO,NO,2500,100.8,14.2
6107,2012,11,HUILA,NEIVA,NO,1691,229.1,18.4
6108,2013,03,CESAR,VALLEDUPAR,NO,70,69.3,30.3
6109,2011,05,NARINO,SAN BERNARDO,NO,2190,169.6,16
6110,1999,04,TOLIMA,CHAPARRAL,NO,1000,372.1,23.2
6111,2000,05,HUILA,GARZON,NO,1270,139.8,20.5
6112,2008,04,LA GUAJIRA,HATONUEVO,NO,80,70,29.1
6113,2008,10,CORDOBA,CHIMA,NO,1090,384.1,23.4
6114,2012,07,CHOCO,CONDOTO,NO,66,601.5,26.3
6115,2010,12,HUILA,GUADALUPE,NO,2102,110.2,16.4
6116,2009,03,VALLE DEL CAUCA,CALI,SI,954,94.2,25.4
6117,2012,10,CAUCA,ARGELIA,SI,1600,184,20.1
6118,2011,06,NORTE DE SANTANDER,CUCUTA,NO,100,90.6,28.3
6119,2010,07,BOLIVAR,SANTA ROSA DEL SUR,NO,750,212,22.3
6120,2011,09,TOLIMA,SAN ANTONIO,NO,1500,180.4,22
6121,2009,02,ATLANTICO,SOLEDAD,NO,14,0.5,26.8
6122,2006,11,TOLIMA,AMBALEMA,NO,450,136.2,27.8
6123,2004,06,BOGOTA DC,BOGOTA DC,SI,2570,58,14
6124,2000,10,CAUCA,PATIA,NO,635,249.4,26.3
6125,2010,12,BOYACA,RONDON,NO,2120,83,16.3
6126,1999,04,NORTE DE SANTANDER,TIBU,NO,62,315.4,28.2
6127,2005,08,CORDOBA,SAN BERNARDO DEL VIENTO,NO,22,124.2,27.3
6128,2012,07,CUNDINAMARCA,NEMOCON,NO,2580,37,13.6
6129,2013,05,ATLANTICO,MANATI,NO,10,157.7,27.7
6130,2010,07,META,VILLAVICENCIO,NO,423,460.6,24.2
6131,2013,02,CASANARE,AGUAZUL,NO,380,62.7,28.1
6132,2007,10,BOGOTA DC,BOGOTA DC,NO,2570,101,13.8
6133,2003,10,ANTIOQUIA,MEDELLIN,SI,1490,226.7,21.8
6134,2012,04,SANTANDER,GIRON,NO,777,95,25.3
6135,2012,10,ATLANTICO,SOLEDAD,NO,14,169.6,27.4
6136,2005,04,NARINO,SAN ANDRES DE TUMACO,NO,1,330.8,26.5
6137,2013,03,CAUCA,PATIA,NO,635,197.4,26.2
6138,2013,09,CORDOBA,BUENAVISTA,NO,2200,128.3,16.2
6139,2011,10,ATLANTICO,MANATI,NO,10,151.8,27.2
6140,2009,05,ANTIOQUIA,RIONEGRO,NO,2090,247.6,17.1
6141,2006,10,CALDAS,VILLAMARIA,SI,4150,192.2,4.4
6142,2012,02,CAQUETA,SAN VICENTE DEL CAGUAN,NO,300,124.1,27.3
6143,2010,11,SANTANDER,SURATA,SI,1850,110.7,17.3
6144,2007,11,BOLIVAR,ARJONA,NO,10,129.3,27.3
6145,2012,07,GUAINIA,INIRIDA,NO,100,509.1,25.6
6146,2000,05,NARINO,COLON,NO,2100,175.7,15.7
6147,2012,08,BOYACA,SOGAMOSO,NO,2500,45.2,13.8
6148,2011,06,CHOCO,QUIBDO,NO,53,728.1,26.8
6149,2013,08,CHOCO,QUIBDO,NO,53,865.8,26.8
6150,2001,08,CUNDINAMARCA,PUERTO SALGAR,NO,172,98.5,29.7
6151,2012,07,VALLE DEL CAUCA,YUMBO,NO,1500,44.8,21.1
6152,2013,01,SANTANDER,PUERTO WILCHES,NO,138,47.7,29
6153,2013,08,BOGOTA DC,BOGOTA DC,NO,2570,48.3,13.8
6154,2000,05,NARINO,COLON,SI,2100,175.7,15.7
6155,2009,05,NORTE DE SANTANDER,CUCUTA,NO,100,202.4,28.3
6156,1998,08,NORTE DE SANTANDER,ABREGO,NO,1430,144.7,21.3
6157,2012,01,QUINDIO,ARMENIA,NO,1229,136.1,22.2
6158,2007,03,CAQUETA,PUERTO RICO,NO,285,377.5,26.1
6159,2001,11,CORDOBA,BUENAVISTA,NO,2200,220.4,15.8
6160,2011,12,CHOCO,RIOSUCIO,NO,2,131.8,26.6
6161,2004,06,CAQUETA,FLORENCIA,NO,280,449.8,24.2
6162,2011,06,BOLIVAR,SANTA ROSA DEL SUR,SI,750,224.9,22.3
6163,2011,05,VICHADA,PUERTO CARRENO,SI,50,285.3,27.8
6164,2012,01,CUNDINAMARCA,ALBAN,NO,2200,90.9,15.4
6165,2005,02,SANTANDER,BARRANCABERMEJA,NO,126,124.8,28.7
6166,1998,09,NORTE DE SANTANDER,EL TARRA,NO,180,288.9,27.5
6167,2012,03,HUILA,SANTA MARIA,NO,1300,141.8,21.1
6168,2000,06,SUCRE,COROZAL,NO,166,137.1,27.5
6169,2005,10,CHOCO,BAHIA SOLANO,NO,4,770,25.6
6170,2008,10,PUTUMAYO,VILLAGARZON,NO,358,350.8,25.3
6171,2012,03,CALDAS,MANIZALES,NO,2058,133.9,17.2
6172,2012,10,TOLIMA,IBAGUE,NO,750,170.9,24.8
6173,2001,09,CAUCA,MERCADERES,NO,580,50.5,26.5
6174,2007,05,BOLIVAR,RIO VIEJO,NO,160,211,28.1
6175,2011,03,CUNDINAMARCA,COGUA,NO,3100,76.6,10.5
6176,2007,05,TOLIMA,SAN ANTONIO,NO,1500,240.9,21.5
6177,2012,07,QUINDIO,ARMENIA,NO,1229,105.2,22.4
6178,2003,11,BOYACA,SOGAMOSO,NO,2500,85.9,14.6
6179,2012,02,TOLIMA,ATACO,NO,500,200.3,26.2
6180,2001,03,TOLIMA,ESPINAL,NO,475,137.1,27.6
6181,2009,10,BOYACA,OTANCHE,NO,1070,485.8,22.3
6182,2013,02,MAGDALENA,SANTA MARTA,NO,30,32.7,25.4
6183,2000,02,VALLE DEL CAUCA,YUMBO,NO,1500,59.5,20.9
6184,1999,11,CUNDINAMARCA,PUERTO SALGAR,NO,172,247.5,28
6185,2012,03,VALLE DEL CAUCA,FLORIDA,NO,1013,121.8,23.8
6186,2012,08,ARAUCA,ARAUCA,NO,128,224.7,26.1
6187,2013,09,BOYACA,BOAVITA,NO,2150,110.6,17.1
6188,2010,11,NORTE DE SANTANDER,TIBU,NO,62,294.4,28.3
6189,2005,11,META,VILLAVICENCIO,NO,423,424.5,25.6
6190,2012,03,BOGOTA DC,BOGOTA DC,NO,2570,73.3,14
6191,2003,01,CUNDINAMARCA,MADRID,NO,2550,14.1,13.5
6192,2012,09,TOLIMA,ATACO,NO,500,140.1,27
6193,2013,02,TOLIMA,LERIDA,NO,350,75.5,28.1
6194,2013,01,RISARALDA,PEREIRA,NO,1342,132.7,21.8
6195,2012,01,SUCRE,SAMPUES,NO,160,19.4,26.8
6196,2008,09,ATLANTICO,BARRANQUILLA,NO,2,135.7,28.2
6197,2008,05,NARINO,SAPUYES,SI,3000,123.8,11.8
6198,2000,01,NORTE DE SANTANDER,RAGONVALIA,SI,1760,47.8,15.9
6199,2012,06,TOLIMA,IBAGUE,NO,750,92.4,25.1
6200,2003,01,HUILA,COLOMBIA,NO,1476,68.7,19.5
6201,2010,05,BOGOTA DC,BOGOTA DC,NO,2570,96.9,14.1
6202,2011,12,BOYACA,TOCA,SI,2700,46.6,13.5
6203,2007,10,CORDOBA,MONTERIA,NO,30,140.5,27
6204,2004,04,ATLANTICO,BARRANQUILLA,NO,2,11.7,27.5
6205,2011,07,BOYACA,SOCOTA,NO,3590,446,5.4
6206,2004,01,TOLIMA,IBAGUE,SI,750,63,25.3
6207,2011,09,RISARALDA,PEREIRA,NO,1342,195.9,21.5
6208,2002,09,SANTANDER,RIONEGRO,NO,2090,212.3,16.8
6209,2008,10,VALLE DEL CAUCA,BUENAVENTURA,NO,5,790,25.3
6210,2013,07,RISARALDA,PUEBLO RICO,NO,1530,170.7,18.6
6211,2005,04,NARINO,LA UNION,NO,2314,319.3,15.2
6212,2010,06,ANTIOQUIA,VALDIVIA,SI,1200,408.2,22
6213,2012,08,BOLIVAR,MONTECRISTO,NO,100,531.1,27.9
6214,2000,08,SANTANDER,BUCARAMANGA,NO,1018,81.7,23.2
6215,2004,10,SANTANDER,BARRANCABERMEJA,SI,126,408.4,27
6216,2011,04,BOGOTA DC,BOGOTA DC,NO,2570,83.7,14
6217,2013,02,CUNDINAMARCA,GACHETA,NO,1752,48.4,19.5
6218,1998,10,ANTIOQUIA,ANDES,NO,1180,212.4,21.6
6219,2010,05,TOLIMA,GUAMO,NO,360,186.1,27.4
6220,2000,06,ANTIOQUIA,CANASGORDAS,NO,1200,203.6,21.7
6221,2013,02,ARAUCA,ARAUCA,NO,128,23.8,28.3
6222,2003,10,CUNDINAMARCA,GACHETA,NO,1752,113.9,19.3
6223,2009,03,SANTANDER,BUCARAMANGA,SI,1018,137.1,23.4
6224,2011,10,CUNDINAMARCA,FUSAGASUGA,NO,1460,147.1,20.6
6225,2008,12,BOYACA,NUEVO COLON,NO,2438,31,14.6
6226,2010,11,ANTIOQUIA,VEGACHI,NO,995,158.7,22
6227,2012,12,SANTANDER,SABANA DE TORRES,NO,328,118.6,27.2
6228,2011,07,PUTUMAYO,PUERTO LEGUIZAMO,NO,153,271.6,24.6
6229,2003,01,BOGOTA DC,BOGOTA DC,NO,2570,33.3,13.8
6230,2006,10,SANTANDER,TONA,NO,3214,99.7,9
6231,2008,12,CESAR,PAILITAS,NO,50,74.8,27.1
6232,2011,11,CHOCO,RIOSUCIO,NO,2,216.9,26.7
6233,2005,05,CORDOBA,MONTELIBANO,NO,50,305,27.3
6234,2012,02,BOYACA,SOGAMOSO,NO,2500,28.5,14.2
6235,2012,01,ANTIOQUIA,BELLO,NO,1438,38.1,21.7
6236,1998,08,BOYACA,RAMIRIQUI,SI,2200,95.8,15.6
6237,2008,12,NORTE DE SANTANDER,EL TARRA,SI,180,295.6,26.7
6238,1998,12,BOYACA,PUERTO BOYACA,NO,350,115,27.5
6239,1999,03,CESAR,AGUACHICA,NO,208,49.7,29.7
6240,2006,05,NORTE DE SANTANDER,EL ZULIA,NO,90,183.1,28.2
6241,2013,01,CUNDINAMARCA,SOACHA,NO,2900,23.1,11.7
6242,2012,08,CORDOBA,CHIMA,NO,1090,257.8,23.4
6243,2011,09,CAQUETA,ALBANIA,NO,1690,188.3,18.7
6244,2010,06,CESAR,AGUSTIN CODAZZI,NO,180,149.2,28.6
6245,2004,08,BOGOTA DC,BOGOTA DC,NO,2570,48.3,13.8
6246,2012,02,META,PUERTO LOPEZ,NO,150,37.9,28
6247,2007,03,VALLE DEL CAUCA,CALI,NO,954,94.2,25.4
6248,2011,09,CUNDINAMARCA,PUERTO SALGAR,NO,172,182.5,28.8
6249,2012,02,VALLE DEL CAUCA,CALI,NO,954,61.2,25.4
6250,2008,04,LA GUAJIRA,FONSECA,NO,170,68.5,28.3
6251,2009,04,PUTUMAYO,VILLAGARZON,NO,358,482,25
6252,2013,05,ANTIOQUIA,MEDELLIN,NO,1490,213.5,22.6
6253,2011,06,CAUCA,FLORENCIA,SI,280,449.8,24.2
6254,2012,06,CUNDINAMARCA,FUSAGASUGA,NO,1460,73.8,20
6255,2013,03,ARAUCA,ARAUCA,NO,128,50.6,28.8
6256,2009,02,BOGOTA DC,BOGOTA DC,SI,2570,51.3,13.9
6257,2004,01,VALLE DEL CAUCA,BOLIVAR,NO,2300,166.2,15.9
6258,2012,03,TOLIMA,IBAGUE,NO,750,115.1,25.1
6259,2005,10,CORDOBA,BUENAVISTA,NO,2200,220.5,16.1
6260,1998,08,CASANARE,AGUAZUL,NO,380,317.2,25.7
6261,1999,02,ANTIOQUIA,PUERTO BERRIO,NO,150,85.1,29.2
6262,2012,02,BOGOTA DC,BOGOTA DC,NO,2570,51.3,13.9
6263,2011,10,QUINDIO,ARMENIA,NO,1229,249.7,21.5
6264,1998,11,CESAR,AGUACHICA,NO,208,104.1,27.8
6265,1998,05,SANTANDER,CIMITARRA,NO,300,281.3,27.1
6266,2012,06,CORDOBA,MONTERIA,NO,30,153.3,27.5
6267,2003,10,QUINDIO,ARMENIA,NO,1229,249.7,21.5
6268,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
6269,2012,04,CUNDINAMARCA,ANAPOIMA,NO,810,127.9,24.7
6270,2010,10,VALLE DEL CAUCA,PALMIRA,NO,1058,122.3,22.6
6271,2011,05,RISARALDA,SANTA ROSA DE CABAL,SI,1600,242.9,19.4
6272,2010,06,CUNDINAMARCA,SOACHA,SI,2900,70.1,11.7
6273,2011,06,SANTANDER,BUCARAMANGA,SI,1018,90.7,23.2
6274,2010,12,VALLE DEL CAUCA,FLORIDA,SI,1013,86,23.4
6275,2001,03,TOLIMA,MELGAR,SI,319,152.9,27.9
6276,2011,09,CAUCA,LA SIERRA,NO,1870,106.1,18.6
6277,2013,05,TOLIMA,LERIDA,NO,350,212.3,27.3
6278,2011,05,MAGDALENA,ZONA BANANERA,NO,20,149.9,28.1
6279,2013,09,TOLIMA,IBAGUE,NO,750,152.9,25.8
6280,2012,08,HUILA,GIGANTE,NO,1500,65.1,19.6
6281,2011,05,HUILA,PALERMO,SI,460,107.2,26.6
6282,2008,09,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,NO,25,211.7,27.9
6283,2008,11,MAGDALENA,SANTA MARTA,NO,30,211.9,26.5
6284,2010,02,BOYACA,SUTATENZA,NO,1930,31.3,18.3
6285,2009,03,CHOCO,MEDIO SAN JUAN,NO,40,415.3,26.3
6286,2010,06,NARINO,SAN ANDRES DE TUMACO,NO,1,217.8,26.1
6287,2013,04,ANTIOQUIA,CHIGORODO,NO,58,270.7,27.6
6288,2008,06,CORDOBA,AYAPEL,NO,22,290.9,27.9
6289,2010,10,SANTANDER,PUERTO PARRA,NO,168,395.3,27.8
6290,2012,08,TOLIMA,GUAMO,NO,360,47.8,29.3
6291,2000,11,VALLE DEL CAUCA,CALI,SI,954,117.9,24.6
6292,2002,04,BOYACA,SAMACA,NO,2600,83.5,14.5
6293,2012,11,ANTIOQUIA,MUTATA,SI,132,642.8,25.7
6294,2009,03,ANTIOQUIA,MEDELLIN,NO,1490,129.1,22.7
6295,2011,11,BOYACA,RONDON,SI,2120,188,16.3
6296,2013,03,CORDOBA,CIENAGA DE ORO,NO,40,27,28.4
6297,2012,08,BOYACA,MIRAFLORES,SI,1640,221.9,17.8
6298,2008,03,HUILA,SANTA MARIA,NO,1300,141.8,21.1
6299,2013,06,CESAR,VALLEDUPAR,NO,70,137.3,28.8
6300,2009,06,LA GUAJIRA,RIOHACHA,NO,4,51.2,29.7
6301,2013,07,SANTANDER,BUCARAMANGA,NO,1018,111.7,23.1
6302,2011,06,META,VILLAVICENCIO,SI,423,541.6,24.5
6303,2011,03,TOLIMA,GUAMO,NO,360,111.3,28.1
6304,2013,02,CAUCA,SOTARA,NO,2450,178.7,13.8
6305,2009,06,NORTE DE SANTANDER,CUCUTA,NO,100,90.6,28.3
6306,2010,11,TOLIMA,SALDANA,NO,425,178.2,27.4
6307,2008,09,SUCRE,LA UNION,NO,2314,394.9,14.9
6308,2011,05,HUILA,PITALITO,SI,1320,138.4,20.5
6309,2011,02,NARINO,CONSACA,SI,1493,92.7,19.6
6310,2006,11,BOYACA,PAIPA,SI,2470,107.4,14.9
6311,1999,04,ARAUCA,SARAVENA,NO,148,253.4,26
6312,2010,06,META,VILLAVICENCIO,NO,423,541.6,24.5
6313,2004,12,HUILA,LA PLATA,NO,1070,151.2,22.1
6314,2009,05,QUINDIO,ARMENIA,SI,1229,219.6,22
6315,2011,05,SANTANDER,BUCARAMANGA,SI,1018,139.7,23.2
6316,2008,12,HUILA,PALERMO,NO,460,177.6,26.4
6317,2012,09,CAUCA,GUAPI,NO,10,431.3,25.8
6318,2000,03,SANTANDER,EL CARMEN DE CHUCURI,NO,815,149.3,24.3
6319,2008,07,TOLIMA,PLANADAS,NO,1355,58.4,22.5
6320,2011,12,QUINDIO,ARMENIA,NO,1229,175.2,21.9
6321,1999,12,VALLE DEL CAUCA,PALMIRA,NO,1058,86.7,22.4
6322,2010,10,SANTANDER,EL CARMEN DE CHUCURI,NO,815,273.9,23.7
6323,2012,11,ATLANTICO,SOLEDAD,NO,14,95.6,27.5
6324,2011,10,CORDOBA,BUENAVISTA,NO,2200,220.5,16.1
6325,2001,08,TOLIMA,SAN SEBASTIAN DE MARIQUITA,NO,500,192.3,25.8
6326,2012,01,BOYACA,BUENAVISTA,NO,2200,85.7,15.7
6327,2012,11,HUILA,ALTAMIRA,NO,1352,127.5,23
6328,2013,09,ATLANTICO,MANATI,NO,10,143.8,27.5
6329,2011,11,VALLE DEL CAUCA,CALI,SI,954,117.9,24.6
6330,2007,05,TOLIMA,SAN SEBASTIAN DE MARIQUITA,NO,500,332.6,24.9
6331,2001,01,CUNDINAMARCA,FUSAGASUGA,NO,1460,121.3,20.6
6332,2012,07,CUNDINAMARCA,PANDI,NO,950,47.4,23.8
6333,2012,09,NARINO,PASTO,NO,2830,82.9,11.1
6334,2000,09,ANTIOQUIA,CALDAS,SI,1680,262.7,18.1
6335,2011,05,CORDOBA,BUENAVISTA,NO,2200,140.3,16.2
6336,2011,07,BOLIVAR,PINILLOS,NO,10,229.9,28.8
6337,2013,01,CASANARE,AGUAZUL,NO,380,12.6,27.9
6338,2012,03,CASANARE,YOPAL,NO,325,101.3,28.5
6339,2008,04,BOYACA,PUERTO BOYACA,NO,350,270.9,27.6
6340,2012,12,TOLIMA,SALDANA,NO,425,131.4,27.5
6341,2010,09,MAGDALENA,SANTA MARTA,NO,30,175,27
6342,2012,04,HUILA,IQUIRA,SI,1095,213.7,23.1
6343,2013,04,ANTIOQUIA,APARTADO,NO,23,254.2,27
6344,2009,04,CAQUETA,EL DONCELLO,NO,270,417.2,25.4
6345,2011,09,RISARALDA,PUEBLO RICO,NO,1530,190.9,18.5
6346,2011,06,ANTIOQUIA,BELLO,NO,1438,139.5,22.3
6347,2011,12,BOGOTA DC,BOGOTA DC,NO,2570,53.9,13.9
6348,2013,07,CAUCA,LA SIERRA,NO,1870,39.6,18.3
6349,2012,10,CESAR,BECERRIL,NO,170,220.6,26.7
6350,2009,11,LA GUAJIRA,RIOHACHA,NO,4,75.6,27.7
6351,2012,02,CAQUETA,FLORENCIA,SI,280,193.2,25.8
6352,2012,11,CHOCO,RIO QUITO,NO,45,561.7,25.9
6353,2012,07,CUNDINAMARCA,PANDI,NO,950,47.4,23.8
6354,2008,12,CAUCA,PATIA,NO,635,247,25.5
6355,2001,08,TOLIMA,ESPINAL,NO,475,56.1,28.3
6356,2011,11,CUNDINAMARCA,GUASCA,SI,2750,80.8,13.5
6357,2012,06,TOLIMA,CHAPARRAL,NO,1000,118.5,23.4
6358,2008,12,CAUCA,PIENDAMO,NO,1800,257.4,18.7
6359,2007,11,TOLIMA,CHAPARRAL,NO,1000,396.7,22.7
6360,2012,01,ANTIOQUIA,BELLO,NO,1438,38.1,21.7
6361,2011,11,CAUCA,SAN SEBASTIAN,SI,2900,115.1,10.9
6362,2013,01,META,PUERTO LOPEZ,NO,150,13.8,27.8
6363,2005,03,TOLIMA,IBAGUE,SI,750,115.1,25.1
6364,2012,08,TOLIMA,CAJAMARCA,NO,2120,60.5,15.9
6365,2006,02,SANTANDER,BUCARAMANGA,SI,1018,91.3,23.3
6366,2005,10,RISARALDA,PEREIRA,SI,1342,290.5,20.9
6367,2005,10,TOLIMA,SAN SEBASTIAN DE MARIQUITA,NO,500,489.6,24.6
6368,2011,05,MAGDALENA,EL BANCO,NO,34,234,28.5
6369,2013,01,CUNDINAMARCA,SOACHA,NO,2900,23.1,11.7
6370,2012,02,NARINO,CHACHAGUI,SI,1816,89.9,19
6371,2012,01,META,VILLAVICENCIO,NO,423,63,26.7
6372,1998,05,RISARALDA,PEREIRA,NO,1342,257.4,21.4
6373,2006,03,TOLIMA,IBAGUE,NO,750,115.1,25.1
6374,1998,07,CORDOBA,CIENAGA DE ORO,SI,40,167.5,27.9
6375,2012,01,META,PUERTO LOPEZ,NO,150,13.8,27.8
6376,1999,11,CORDOBA,MONTERIA,NO,30,91.6,27
6377,2010,11,BOGOTA DC,BOGOTA DC,SI,2570,95.3,13.8
6378,2010,09,ANTIOQUIA,CONCORDIA,NO,1904,253.7,18.4
6379,2000,04,VALLE DEL CAUCA,BUGALAGRANDE,NO,1002,189.4,23.3
6380,2004,07,ATLANTICO,SOLEDAD,NO,14,92.1,28
6381,1998,11,SANTANDER,BARRANCABERMEJA,NO,126,303.1,27.1
6382,2006,05,CAUCA,MERCADERES,NO,580,111.1,26.2
6383,2011,05,BOYACA,RAMIRIQUI,NO,2200,129,16.8
6384,2005,05,ANTIOQUIA,CALDAS,NO,1680,316.6,18.3
6385,2012,06,RISARALDA,PEREIRA,NO,1342,196.1,21.5
6386,2010,11,CALDAS,AGUADAS,SI,2180,195.8,16.1
6387,2010,07,NARINO,BARBACOAS,NO,1010,204.1,20.4
6388,2008,08,MAGDALENA,SANTA MARTA,NO,30,106.3,27.1
6389,2010,04,BOGOTA DC,BOGOTA DC,SI,2570,83.7,14
6390,2013,05,BOGOTA DC,BOGOTA DC,NO,2570,96.9,14.1
6391,2008,11,LA GUAJIRA,RIOHACHA,NO,4,75.6,27.7
6392,2007,11,SANTANDER,RIONEGRO,NO,2090,183.8,16.6
6393,2008,04,CUNDINAMARCA,COGUA,NO,3100,116.2,10.7
6394,2011,06,CUNDINAMARCA,SAN FRANCISCO,NO,2475,61.2,14.1
6395,2010,11,QUINDIO,ARMENIA,SI,1229,264.1,21.5
6396,2013,01,HUILA,NEIVA,NO,1691,165,18.6
6397,1998,05,BOYACA,CHISCAS,NO,2350,173.7,16.8
6398,2011,11,NARINO,SAN PABLO,SI,165,223.1,27.8
6399,2011,05,MAGDALENA,CIENAGA,NO,20,75.6,29.1
6400,2013,05,SANTANDER,BARRANCABERMEJA,SI,126,373.7,27.7
6401,2010,05,AMAZONAS,LETICIA,NO,84,301.9,25.7
6402,2010,12,BOLIVAR,EL GUAMO,NO,75,45.2,27.6
6403,2011,06,CUNDINAMARCA,GRANADA,NO,360,351.8,24.7
6404,2011,04,BOLIVAR,MARIA LA BAJA,NO,20,124.8,28.2
6405,2010,08,META,VILLAVICENCIO,NO,423,399.6,24.9
6406,2010,07,META,CUMARAL,NO,305,386.4,24.3
6407,2001,06,NORTE DE SANTANDER,TIBU,NO,62,175.4,28.6
6408,2011,05,CHOCO,BAHIA SOLANO,NO,4,482.5,25.9
6409,2000,09,QUINDIO,CALARCA,NO,1450,140.8,20.4
6410,2003,01,SANTANDER,CIMITARRA,NO,300,125.3,27.2
6411,2011,09,SUCRE,MAJAGUAL,NO,20,275.1,28.9
6412,2005,11,CESAR,CHIRIGUANA,NO,40,188.8,27.7
6413,2012,05,TOLIMA,SAN ANTONIO,NO,1500,240.9,21.5
6414,2013,07,NORTE DE SANTANDER,CUCUTA,NO,100,131.2,28.3
6415,2011,08,CUNDINAMARCA,SUBACHOQUE,NO,2590,53,11.7
6416,2012,10,RISARALDA,SANTA ROSA DE CABAL,NO,1600,297.5,18.7
6417,2008,05,ANTIOQUIA,VENECIA,NO,1600,345.9,20.1
6418,1998,03,CORDOBA,LORICA,NO,30,24.3,27.8
6419,1999,01,VALLE DEL CAUCA,FLORIDA,NO,1013,92.1,23.5
6420,2005,11,BOLIVAR,ARJONA,NO,10,129.3,27.3
6421,2012,03,RISARALDA,PEREIRA,NO,1342,220.2,21.9
6422,2002,04,NORTE DE SANTANDER,SALAZAR,NO,1000,261.3,22.3
6423,2009,06,PUTUMAYO,MOCOA,SI,650,473.5,22
6424,2009,10,CALDAS,VILLAMARIA,NO,4150,192.2,4.4
6425,2009,11,ANTIOQUIA,BELLO,NO,1438,136.5,21.3
6426,2010,12,CUNDINAMARCA,MADRID,SI,2550,30,13.6
6427,1999,04,BOYACA,PUERTO BOYACA,NO,350,270.9,27.6
6428,2012,06,HUILA,PITALITO,NO,1320,133.5,19.9
6429,2012,03,VALLE DEL CAUCA,CALI,NO,954,94.2,25.4
6430,2013,06,TOLIMA,PURIFICACION,NO,400,85.2,26
6431,2001,11,LA GUAJIRA,RIOHACHA,NO,4,75.6,27.7
6432,1999,11,CHOCO,QUIBDO,NO,53,683.1,26.2
6433,2012,09,TOLIMA,NATAGAIMA,NO,415,76.8,29.5
6434,2006,10,VALLE DEL CAUCA,BUENAVENTURA,NO,5,790,25.3
