id,Anio,Mes,Departamento,Municipio,Deslizamiento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
5687,2008,01,ANTIOQUIA,MEDELLIN,NO,1490,63.2,22.4
5688,2013,10,ANTIOQUIA,MEDELLIN,NO,1490,226.7,21.8
5689,2008,12,CAUCA,SOTARA,NO,2450,265,13.5
5690,2007,05,CESAR,VALLEDUPAR,NO,70,167,29
5691,2010,04,CAQUETA,PUERTO RICO,NO,285,495.3,25.6
5692,2011,09,LA GUAJIRA,DIBULLA,NO,5,227.6,26.8
5693,2009,09,TOLIMA,IBAGUE,NO,750,152.9,25.8
5694,2011,04,CUNDINAMARCA,PUERTO SALGAR,NO,172,232.7,28.5
5695,2012,08,TOLIMA,SALDANA,NO,425,47.1,29.1
5696,2013,06,LA GUAJIRA,DIBULLA,NO,5,100.2,27.5
5697,2011,12,TOLIMA,SAN ANTONIO,NO,1500,130,21
5698,2011,07,META,VILLAVICENCIO,NO,423,460.6,24.2
5699,2010,11,BOGOTA DC,BOGOTA DC,SI,2570,95.3,13.8
5700,2001,09,NORTE DE SANTANDER,OCANA,NO,1435,163.3,21.5
5701,2013,09,VALLE DEL CAUCA,PALMIRA,NO,1058,85.6,22.8
5702,2011,12,NORTE DE SANTANDER,LA PLAYA,SI,1500,29.1,18.9
5703,2010,08,MAGDALENA,PIVIJAY,NO,20,169.8,28.2
5704,2008,09,META,VILLAVICENCIO,NO,423,406.8,25.5
5705,2002,05,NARINO,BARBACOAS,NO,1010,417.1,20.8
5706,2011,02,QUINDIO,ARMENIA,NO,1229,144.2,22.4
5707,2010,12,VALLE DEL CAUCA,PALMIRA,NO,1058,86.7,22.4
5708,2006,05,SANTANDER,VELEZ,NO,2170,273.1,16.7
5709,2006,12,VALLE DEL CAUCA,CALI,NO,954,83.6,24.6
5710,2006,05,CUNDINAMARCA,SOACHA,NO,2900,98.1,11.9
5711,2012,04,CHOCO,RIO QUITO,NO,45,601.8,26.6
5712,2001,06,ANTIOQUIA,SANTO DOMINGO,NO,1700,351.3,21.7
5713,2011,03,RISARALDA,PEREIRA,SI,1342,220.2,21.9
5714,2012,04,NARINO,SAMANIEGO,SI,1500,154,19.8
5715,2011,10,CAUCA,SAN SEBASTIAN,NO,2900,111.1,10.7
5716,2009,06,SANTANDER,BOLIVAR,NO,2300,45.3,16.8
5717,2003,02,ANTIOQUIA,MEDELLIN,NO,1490,81.4,22.7
5718,1998,08,SANTANDER,BARRANCABERMEJA,NO,126,288.5,27.9
5719,2010,07,BOLIVAR,SAN PABLO,NO,165,286.8,28.4
5720,2002,11,SANTANDER,ZAPATOCA,NO,1810,111.4,18.4
5721,2006,04,CALDAS,MANIZALES,SI,2058,176.2,17.2
5722,2012,08,VALLE DEL CAUCA,BUENAVENTURA,NO,5,760.8,25.7
5723,2012,03,CASANARE,OROCUE,NO,130,81.9,28.2
5724,1999,10,LA GUAJIRA,URIBIA,NO,85,154.5,27.8
5725,2013,03,CAQUETA,FLORENCIA,NO,280,307.1,25.4
5726,2002,06,TOLIMA,AMBALEMA,NO,450,59.9,28.8
5727,2013,08,HUILA,PALERMO,NO,460,17.6,27.6
5728,2012,07,CUNDINAMARCA,GACHETA,NO,1752,152.2,18.2
5729,2002,04,NORTE DE SANTANDER,CUCUTA,NO,100,248.2,27.6
5730,2010,11,SANTANDER,LEBRIJA,NO,1189,122.9,20.9
5731,2007,05,RISARALDA,PEREIRA,SI,1342,257.4,21.4
5732,2013,04,TOLIMA,IBAGUE,NO,750,200.7,24.7
5733,2009,06,HUILA,GARZON,NO,1270,115.1,20
5734,2011,11,CUNDINAMARCA,SOACHA,SI,2900,86.1,11.8
5735,2011,12,CUNDINAMARCA,TABIO,SI,2620,51.4,13.5
5736,2010,12,BOGOTA DC,BOGOTA DC,SI,2570,53.9,13.9
5737,2007,10,META,VILLAVICENCIO,NO,423,498.9,25.6
5738,2004,11,CESAR,BECERRIL,NO,170,157.3,26.9
5739,2009,03,NARINO,PASTO,SI,2830,104.2,12
5740,2011,11,BOYACA,NUEVO COLON,NO,2438,71.6,14.7
5741,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
5742,2012,03,ATLANTICO,BARRANQUILLA,SI,2,1.3,26.9
5743,2004,04,NORTE DE SANTANDER,SALAZAR,NO,1000,261.3,22.3
5744,2013,01,TOLIMA,IBAGUE,NO,750,63,25.3
5745,2010,11,CAUCA,MIRANDA,NO,1128,213.8,23.1
5746,2013,05,SANTANDER,BUCARAMANGA,NO,1018,139.7,23.2
5747,2007,05,BOGOTA DC,BOGOTA DC,NO,2570,96.9,14.1
5748,2005,02,CAQUETA,FLORENCIA,SI,280,193.2,25.8
5749,2007,10,MAGDALENA,CIENAGA,NO,20,149.7,27.7
5750,2013,03,BOYACA,PAIPA,NO,2470,79.3,15.3
5751,1998,12,CUNDINAMARCA,GACHETA,NO,1752,45.1,19.1
5752,2012,01,CAUCA,PATIA,SI,635,172.1,26
5753,1998,05,SANTANDER,MOGOTES,NO,1667,346,19.1
5754,2011,01,ATLANTICO,BARRANQUILLA,NO,2,0.8,26.7
5755,2012,02,BOYACA,SANTA MARIA,NO,1300,112.5,20.9
5756,2013,02,VALLE DEL CAUCA,CALI,NO,954,61.2,25.4
5757,2012,02,CASANARE,YOPAL,NO,325,53.7,28.7
5758,2010,07,BOLIVAR,MONTECRISTO,NO,100,425,27.9
5759,2012,07,HUILA,LA PLATA,NO,1070,67.9,21.7
5760,2012,07,SANTANDER,GIRON,NO,777,71.3,25.2
5761,2008,04,ARAUCA,ARAUCA,NO,128,147.2,27.7
5762,2012,03,ANTIOQUIA,CALDAS,NO,1680,183.1,18.4
5763,1999,12,ATLANTICO,BARRANQUILLA,NO,2,35.1,27.3
5764,2006,04,TOLIMA,IBAGUE,SI,750,200.7,24.7
5765,2011,06,CUNDINAMARCA,FUSAGASUGA,NO,1460,73.8,20
5766,2013,10,RISARALDA,PEREIRA,NO,1342,290.5,20.9
5767,2008,04,META,VISTAHERMOSA,NO,325,358.9,25.8
5768,2010,02,CUNDINAMARCA,YACOPI,NO,1347,155.3,21.1
5769,2011,12,QUINDIO,BUENAVISTA,SI,2200,96.1,15.8
5770,2003,07,CAUCA,MERCADERES,NO,580,24.5,26.6
5771,2013,08,TOLIMA,ROVIRA,NO,2020,107.1,17.1
5772,2013,10,VALLE DEL CAUCA,CALI,SI,954,119.9,24.8
5773,2002,03,HUILA,BARAYA,NO,1275,115.7,23
5774,2006,10,VALLE DEL CAUCA,BUGALAGRANDE,NO,1002,187.1,23
5775,2012,08,BOGOTA DC,BOGOTA DC,NO,2570,48.3,13.8
5776,2004,06,PUTUMAYO,VILLAGARZON,NO,358,442.2,24.2
5777,2012,07,CUNDINAMARCA,SOACHA,NO,2900,63.4,11.4
5778,2001,11,ANTIOQUIA,MEDELLIN,NO,1490,158.9,21.8
5779,2012,02,CASANARE,OROCUE,NO,130,38.2,28.2
5780,2011,03,SANTANDER,GIRON,NO,777,105.5,25.5
5781,2013,03,BOYACA,SOGAMOSO,NO,2500,63.4,14.6
5782,2000,03,SUCRE,SAN BENITO ABAD,NO,20,30.3,28.7
5783,2010,12,CUNDINAMARCA,ANAPOIMA,SI,810,90.8,24.7
5784,2008,11,VALLE DEL CAUCA,PALMIRA,NO,1058,131.1,22.5
5785,2007,10,MAGDALENA,SANTA MARTA,NO,30,266.3,26.6
5786,2005,01,HUILA,GARZON,NO,1270,89.4,20.6
5787,2013,07,TOLIMA,IBAGUE,NO,750,62.5,25.7
5788,2004,10,NARINO,BARBACOAS,SI,1010,468.1,20.3
5789,1999,02,CUNDINAMARCA,PACHO,SI,2000,116.3,16.5
5790,2011,11,LA GUAJIRA,RIOHACHA,NO,4,75.6,27.7
5791,2012,01,HUILA,GARZON,NO,1270,89.4,20.6
5792,2005,11,META,VILLAVICENCIO,NO,423,424.5,25.6
5793,2010,02,CALDAS,VILLAMARIA,NO,4150,83.3,4.6
5794,2004,01,CAUCA,MERCADERES,NO,580,79.8,26
5795,2012,09,NORTE DE SANTANDER,SAN CAYETANO,NO,2150,96.5,16.3
5796,2007,06,CORDOBA,SAN BERNARDO DEL VIENTO,NO,22,117.3,27.4
5797,2010,02,LA GUAJIRA,MANAURE,NO,1,2.9,28
5798,2012,06,ATLANTICO,BARRANQUILLA,NO,2,72,28.4
5799,2009,07,RISARALDA,PEREIRA,NO,1342,133.5,21.7
5800,2013,06,SANTANDER,BUCARAMANGA,NO,1018,90.7,23.2
5801,1999,01,QUINDIO,ARMENIA,SI,1229,136.1,22.2
5802,2004,05,ATLANTICO,BARRANQUILLA,NO,2,95.6,28.2
5803,2013,03,TOLIMA,IBAGUE,NO,750,115.1,25.1
5804,1998,08,SUCRE,COROZAL,NO,166,140.5,27.6
5805,2009,03,ATLANTICO,BARRANQUILLA,NO,2,1.3,26.9
5806,2005,11,VALLE DEL CAUCA,BUENAVENTURA,NO,5,728.5,25.2
5807,2012,08,CUNDINAMARCA,FUSAGASUGA,SI,1460,43.7,20.5
5808,2013,05,CAUCA,MERCADERES,NO,580,111.1,26.2
5809,2009,11,VALLE DEL CAUCA,GUADALAJARA DE BUGA,NO,979,133.8,23.1
5810,1999,10,BOLIVAR,MONTECRISTO,NO,100,550.4,27.5
5811,2003,11,MAGDALENA,SANTA MARTA,NO,30,211.9,26.5
5812,2011,12,CALDAS,SUPIA,NO,1320,155.4,21.8
5813,2005,03,META,VILLAVICENCIO,NO,423,230.4,26.8
5814,2002,04,NORTE DE SANTANDER,LA PLAYA,NO,1500,71.2,20.3
5815,2012,03,VALLE DEL CAUCA,CALI,NO,954,94.2,25.4
5816,2005,10,NORTE DE SANTANDER,EL TARRA,NO,180,314.2,27.4
5817,1999,02,VALLE DEL CAUCA,EL CERRITO,NO,2609,80.2,13.5
5818,2010,02,BOYACA,CUITIVA,NO,3000,30.4,11.7
5819,2001,12,NORTE DE SANTANDER,CUCUTA,NO,100,249.2,26.6
5820,2011,05,CUNDINAMARCA,FUQUENE,NO,2580,116.9,14.7
5821,1998,02,SANTANDER,RIONEGRO,SI,2090,86.8,16.8
5822,2012,07,SANTANDER,BUCARAMANGA,NO,1018,111.7,23.1
5823,2003,03,TOLIMA,ESPINAL,NO,475,137.1,27.6
5824,1998,07,NARINO,SAN ANDRES DE TUMACO,NO,1,166.4,25.9
5825,2005,12,CAUCA,FLORENCIA,SI,280,136,25.7
5826,2000,01,NARINO,MOSQUERA,NO,2543,22.3,12.8
5827,2011,04,VALLE DEL CAUCA,BUGALAGRANDE,NO,1002,189.4,23.3
5828,2009,10,RISARALDA,SANTA ROSA DE CABAL,NO,1600,297.5,18.7
5829,2012,02,TOLIMA,SAN SEBASTIAN DE MARIQUITA,NO,500,182.2,25
5830,1999,03,ARAUCA,ARAUCA,NO,128,50.6,28.8
5831,2013,03,BOYACA,SOCOTA,NO,3590,89,6.6
5832,2012,12,NARINO,BARBACOAS,NO,1010,495.2,20.2
5833,2012,11,CAQUETA,BELEN DE LOS ANDAQUIES,NO,300,271.4,25.7
5834,2010,10,TOLIMA,CHAPARRAL,NO,1000,350.5,23.2
5835,2013,07,NORTE DE SANTANDER,CHINACOTA,NO,1235,61.7,20.2
5836,2006,12,VALLE DEL CAUCA,BUENAVENTURA,NO,5,675.8,25.3
5837,2007,03,CAUCA,LA SIERRA,NO,1870,233.8,17.9
5838,2007,07,ANTIOQUIA,MUTATA,NO,132,496,25.9
5839,2011,03,HUILA,LA PLATA,NO,1070,169.4,22.4
5840,2011,04,SANTANDER,LANDAZURI,NO,1085,297.6,22.9
5841,2007,12,RISARALDA,PEREIRA,NO,1342,199.4,21.4
5842,2003,06,BOLIVAR,EL CARMEN DE BOLIVAR,NO,152,109.4,27.7
5843,2012,01,CAQUETA,SAN VICENTE DEL CAGUAN,NO,300,49.1,27.3
5844,2013,03,BOYACA,PAIPA,NO,2470,79.3,15.3
5845,2011,12,BOYACA,DUITAMA,NO,2700,128.3,11.9
5846,2013,03,CASANARE,AGUAZUL,NO,380,102.1,28
5847,2008,11,ANTIOQUIA,RIONEGRO,NO,2090,183.8,16.6
5848,2012,05,TOLIMA,IBAGUE,NO,750,212.9,24.8
5849,2012,07,NARINO,PASTO,NO,2830,136.3,10.6
5850,2011,05,VALLE DEL CAUCA,CALI,NO,954,132.9,25.2
5851,2008,11,CORDOBA,SAN CARLOS,NO,1113,458.9,21.8
5852,2011,11,BOGOTA DC,BOGOTA DC,NO,2570,95.3,13.8
5853,2006,03,CHOCO,QUIBDO,SI,53,554.5,26.9
5854,2013,04,NARINO,SAN ANDRES DE TUMACO,NO,1,330.8,26.5
5855,2003,09,ANTIOQUIA,CHIGORODO,NO,58,443.6,27.1
5856,2010,05,META,BARRANCA DE UPIA,NO,190,418.4,26.2
5857,2003,05,RISARALDA,SANTA ROSA DE CABAL,NO,1600,242.9,19.4
5858,2010,07,ATLANTICO,BARRANQUILLA,NO,2,44.1,28.2
5859,2011,05,CUNDINAMARCA,CHOACHI,NO,3195,158.6,8.5
5860,2011,12,SANTANDER,TONA,SI,3214,19.6,8.7
5861,2011,12,NORTE DE SANTANDER,CHINACOTA,SI,1235,100.2,19.4
5862,2013,03,VALLE DEL CAUCA,CALI,NO,954,94.2,25.4
5863,2011,04,NORTE DE SANTANDER,TEORAMA,NO,1160,118.2,21.8
5864,2006,05,CUNDINAMARCA,SOACHA,NO,2900,98.1,11.9
5865,2009,04,TOLIMA,GUAMO,NO,360,203.9,27.4
5866,1999,02,HUILA,NEIVA,NO,1691,170.7,18.7
5867,2009,04,BOYACA,NOBSA,NO,2530,115.3,16
5868,2012,03,VALLE DEL CAUCA,EL CERRITO,NO,2609,123.3,13.7
5869,2012,04,CORDOBA,PLANETA RICA,NO,90,132.5,28.2
5870,2010,11,RISARALDA,PEREIRA,SI,1342,287.9,20.9
5871,2005,11,HUILA,PITALITO,NO,1320,95.8,20.6
5872,2008,05,CUNDINAMARCA,SOACHA,NO,2900,98.1,11.9
5873,2001,07,BOGOTA DC,BOGOTA DC,NO,2570,54.1,13.8
5874,2010,12,NORTE DE SANTANDER,CACHIRA,SI,1882,39.7,16.5
5875,2012,03,CAUCA,BOLIVAR,NO,2300,160,16.1
5876,2013,04,SANTANDER,BUCARAMANGA,NO,1018,120.6,23.3
5877,2008,04,RISARALDA,PEREIRA,SI,1342,249.3,21.5
5878,2012,10,ANTIOQUIA,VEGACHI,NO,995,244.2,22.2
5879,2011,02,VALLE DEL CAUCA,PALMIRA,NO,1058,68.5,23.5
5880,2012,02,CASANARE,YOPAL,NO,325,53.7,28.7
5881,2005,03,CHOCO,RIO QUITO,NO,45,493.6,26.6
5882,2011,08,CUNDINAMARCA,PACHO,NO,2000,49,17.2
5883,2000,04,CAUCA,ARGELIA,SI,1600,170.1,20.5
5884,2012,03,QUINDIO,ARMENIA,SI,1229,194.1,22.2
5885,2009,09,CESAR,SAN DIEGO,NO,350,158.2,26.1
5886,2008,05,BOGOTA DC,BOGOTA DC,NO,2570,96.9,14.1
5887,1998,09,RISARALDA,PEREIRA,SI,1342,195.9,21.5
5888,1998,06,CESAR,AGUACHICA,NO,208,153,28.1
5889,2003,10,QUINDIO,ARMENIA,NO,1229,249.7,21.5
5890,2011,11,QUINDIO,ARMENIA,SI,1229,264.1,21.5
5891,2012,03,CHOCO,RIO QUITO,NO,45,493.6,26.6
5892,2012,05,SANTANDER,BUCARAMANGA,NO,1018,139.7,23.2
5893,2012,09,CHOCO,QUIBDO,NO,53,701.7,26.5
5894,2013,05,TOLIMA,LERIDA,SI,350,212.3,27.3
5895,2012,02,CAQUETA,VALPARAISO,NO,270,212.4,26.6
5896,2002,06,SANTANDER,CHIMA,NO,1090,200.1,23.6
5897,2006,05,SANTANDER,PUERTO WILCHES,NO,138,389.3,28.7
5898,2012,07,SANTANDER,BUCARAMANGA,NO,1018,111.7,23.1
5899,2010,12,BOYACA,LA UVITA,SI,2950,59.2,12.8
5900,1998,03,VALLE DEL CAUCA,BUENAVENTURA,NO,5,337.3,26.1
5901,2006,03,BOGOTA DC,BOGOTA DC,NO,2570,73.3,14
5902,2009,11,CALDAS,MANIZALES,SI,2058,176.5,16.6
5903,2012,09,HUILA,GUADALUPE,NO,2102,180.4,15.8
5904,1999,11,CHOCO,BOJAYA,NO,20,412.3,26.2
5905,2004,11,MAGDALENA,SANTA MARTA,NO,30,211.9,26.5
5906,2012,06,NORTE DE SANTANDER,CACHIRA,NO,1882,60,17.5
5907,1999,11,SANTANDER,CERRITO,NO,2698,122.7,13.5
5908,2013,04,VALLE DEL CAUCA,BUGALAGRANDE,NO,1002,189.4,23.3
5909,2011,06,CUNDINAMARCA,MOSQUERA,NO,2543,59.1,13.4
5910,2012,11,CUNDINAMARCA,SOACHA,NO,2900,86.1,11.8
5911,2004,11,SANTANDER,SABANA DE TORRES,NO,328,292.2,27
5912,2013,05,QUINDIO,ARMENIA,NO,1229,219.6,22
5913,1999,09,TOLIMA,LERIDA,NO,350,155.3,28.1
5914,2007,04,CUNDINAMARCA,PUERTO SALGAR,NO,172,232.7,28.5
5915,2013,05,HUILA,GARZON,SI,1270,139.8,20.5
5916,1998,11,SANTANDER,LANDAZURI,NO,1085,288.7,22.5
5917,2012,10,QUINDIO,CALARCA,NO,1450,253.7,19.9
5918,2010,12,RISARALDA,PEREIRA,SI,1342,199.4,21.4
5919,2010,01,BOYACA,VILLA DE LEYVA,NO,2215,50.2,16.7
5920,2005,05,VALLE DEL CAUCA,BUENAVENTURA,NO,5,642.6,26.1
5921,2013,02,VALLE DEL CAUCA,BUENAVENTURA,NO,5,272.5,26
5922,2003,01,BOYACA,NOBSA,NO,2530,33,15.8
5923,2010,07,ARAUCA,ARAUCA,NO,128,309.6,25.7
5924,2000,03,TOLIMA,VILLAHERMOSA,NO,2029,242.4,16.8
5925,2010,08,BOYACA,SANTA MARIA,SI,1300,51,21
5926,2007,12,BOGOTA DC,BOGOTA DC,SI,2570,53.9,13.9
5927,2011,11,LA GUAJIRA,DIBULLA,NO,5,256.7,26.3
5928,2008,05,VALLE DEL CAUCA,YUMBO,NO,1500,119.5,20.6
5929,2007,09,VALLE DEL CAUCA,LA UNION,NO,2314,394.9,14.9
5930,2011,10,ATLANTICO,SOLEDAD,NO,14,169.6,27.4
5931,2000,07,MAGDALENA,EL BANCO,NO,34,147.7,28.6
5932,2012,02,TOLIMA,AMBALEMA,NO,450,73.7,29.2
5933,2011,04,HUILA,CAMPOALEGRE,NO,553,131,25.9
5934,2011,09,PUTUMAYO,MOCOA,NO,650,296.3,23
5935,2009,10,NORTE DE SANTANDER,EL ZULIA,NO,90,274.6,27.8
5936,2012,03,CASANARE,YOPAL,NO,325,101.3,28.5
5937,2002,04,ANTIOQUIA,MEDELLIN,SI,1490,170.7,22.4
5938,2012,05,ANTIOQUIA,TURBO,NO,37,290.7,27.4
5939,2005,06,CHOCO,CONDOTO,NO,66,585.2,26.3
5940,2005,05,PUTUMAYO,PUERTO LEGUIZAMO,NO,153,317.7,25.1
5941,2008,05,TOLIMA,SAN SEBASTIAN DE MARIQUITA,NO,500,332.6,24.9
5942,2013,06,META,LEJANIAS,NO,680,478.2,22.5
5943,2011,07,ARCHIPIELAGO DE SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,NO,1,153.7,28.3
5944,2013,01,SANTANDER,SABANA DE TORRES,NO,328,43.4,27.7
5945,2010,02,CHOCO,SAN JOSE DEL PALMAR,NO,1115,275.4,20.8
5946,2005,06,ARAUCA,SARAVENA,NO,148,420.6,24.9
5947,2008,06,ANTIOQUIA,APARTADO,NO,23,285.3,26.7
5948,2013,03,CASANARE,YOPAL,NO,325,101.3,28.5
5949,2003,12,BOYACA,SAMACA,NO,2600,42.3,14
5950,2013,06,ANTIOQUIA,MEDELLIN,SI,1490,149.4,22.9
5951,2012,03,MAGDALENA,CIENAGA,NO,20,3.5,29.2
5952,2011,04,SANTANDER,EL CARMEN DE CHUCURI,SI,815,227.8,24.1
5953,2009,07,VALLE DEL CAUCA,CALI,NO,954,47.7,25.4
5954,2013,07,BOGOTA DC,BOGOTA DC,NO,2570,54.1,13.8
5955,2012,10,BOYACA,OTANCHE,NO,1070,485.8,22.3
5956,2013,01,SANTANDER,SABANA DE TORRES,NO,328,43.4,27.7
5957,2012,03,MAGDALENA,CIENAGA,NO,20,3.5,29.2
5958,1999,03,VALLE DEL CAUCA,CALI,SI,954,94.2,25.4
5959,2012,06,NARINO,SAN ANDRES DE TUMACO,NO,1,217.8,26.1
5960,2013,03,NORTE DE SANTANDER,RAGONVALIA,NO,1760,75,16.8
5961,1999,12,NARINO,BARBACOAS,NO,1010,495.2,20.2
5962,2010,02,TOLIMA,IBAGUE,NO,750,72.6,25.2
5963,2013,10,ANTIOQUIA,BURITICA,NO,1650,189,20.2
5964,2012,06,SANTANDER,BUCARAMANGA,NO,1018,90.7,23.2
5965,2013,10,CESAR,VALLEDUPAR,NO,70,193.1,27.7
5966,2011,11,NORTE DE SANTANDER,CUCUTA,SI,100,290.6,27.3
5967,2007,09,GUAVIARE,MIRAFLORES,NO,1640,153.7,18.4
5968,2003,12,NORTE DE SANTANDER,CUCUTA,SI,100,249.2,26.6
5969,2005,05,ANTIOQUIA,GUADALUPE,NO,2102,239,16.1
5970,2011,11,CAQUETA,VALPARAISO,NO,270,214.3,26.5
5971,2012,11,RISARALDA,PEREIRA,NO,1342,287.9,20.9
5972,2010,08,META,BARRANCA DE UPIA,NO,190,240.2,25.9
5973,1998,04,VALLE DEL CAUCA,CALI,NO,954,139.8,25
5974,1999,12,QUINDIO,CALARCA,NO,1450,222.3,20.2
5975,2002,01,BOGOTA DC,BOGOTA DC,NO,2570,33.3,13.8
5976,2006,03,VALLE DEL CAUCA,SEVILLA,NO,1692,228.9,18.8
5977,2013,08,TOLIMA,ESPINAL,NO,475,56.1,28.3
5978,2000,09,NORTE DE SANTANDER,RAGONVALIA,SI,1760,187.8,17.3
5979,2010,11,TOLIMA,VILLAHERMOSA,NO,2029,270.8,16.7
5980,2012,09,HUILA,LA PLATA,NO,1070,71.4,22.8
5981,2003,11,SANTANDER,PUERTO WILCHES,NO,138,254.3,28.3
5982,2011,09,RISARALDA,PEREIRA,NO,1342,195.9,21.5
5983,2008,05,ANTIOQUIA,RIONEGRO,NO,2090,247.6,17.1
5984,2011,11,ANTIOQUIA,CAUCASIA,NO,55,252.8,27.6
5985,2007,03,VALLE DEL CAUCA,CALI,NO,954,94.2,25.4
5986,2006,07,ARAUCA,ARAUCA,NO,128,309.6,25.7
5987,1999,04,ANTIOQUIA,PUERTO BERRIO,NO,150,318.6,28.6
5988,2013,07,RISARALDA,SANTA ROSA DE CABAL,NO,1600,157.6,20
5989,2008,09,ANTIOQUIA,TURBO,NO,37,217.6,27.4
5990,2011,12,NARINO,BARBACOAS,NO,1010,495.2,20.2
5991,2013,05,META,PUERTO RICO,NO,285,540,25.3
5992,2012,07,HUILA,NEIVA,NO,1691,63.7,18.7
5993,2011,02,CHOCO,LLORO,NO,90,508.8,26.3
5994,2001,07,CHOCO,QUIBDO,NO,53,804.6,26.8
5995,2008,10,CALDAS,VITERBO,NO,1020,205.5,24.1
5996,2012,02,CAQUETA,SAN VICENTE DEL CAGUAN,NO,300,124.1,27.3
5997,2013,07,PUTUMAYO,VILLAGARZON,NO,358,372.4,24
5998,2013,03,VICHADA,PUERTO CARRENO,NO,50,45.4,30.9
5999,2010,11,VALLE DEL CAUCA,BUENAVENTURA,NO,5,728.5,25.2
6000,2012,08,RISARALDA,PEREIRA,NO,1342,129,22
6001,2010,08,BOYACA,OTANCHE,NO,1070,203.1,22.9
6002,2012,02,CAQUETA,SOLANO,NO,219,143.3,26.3
6003,2012,02,SANTANDER,GIRON,NO,777,70.8,25.4
6004,2002,02,TOLIMA,VILLAHERMOSA,SI,2029,192.2,16.6
6005,1999,11,VALLE DEL CAUCA,BUENAVENTURA,NO,5,728.5,25.2
6006,2012,07,HUILA,GUADALUPE,NO,2102,291.8,14.9
6007,2010,09,TOLIMA,RIOBLANCO,NO,1200,137.2,23.6
6008,2005,11,CESAR,VALLEDUPAR,NO,70,132.4,27.8
6009,2013,01,CASANARE,YOPAL,NO,325,9.6,28.2
6010,2008,05,SANTANDER,CIMITARRA,NO,300,281.3,27.1
6011,2003,04,NORTE DE SANTANDER,SAN CAYETANO,NO,2150,192.7,16.2
6012,2003,03,SANTANDER,LEBRIJA,NO,1189,121.9,21.7
6013,2012,02,CASANARE,OROCUE,NO,130,38.2,28.2
6014,2001,08,NARINO,PASTO,NO,2830,104.2,10.5
6015,2001,01,CUNDINAMARCA,SUBACHOQUE,NO,2590,29.8,11.2
6016,2012,09,TOLIMA,GUAMO,NO,360,112.5,28.7
6017,2012,04,BOYACA,RONDON,SI,2120,182.6,16.3
6018,2010,12,CUNDINAMARCA,PUERTO SALGAR,NO,172,147.8,28.3
6019,2006,10,HUILA,NEIVA,NO,1691,220.8,18.7
6020,2012,05,CASANARE,YOPAL,SI,325,360.1,25.7
6021,2005,02,TOLIMA,IBAGUE,SI,750,72.6,25.2
6022,2013,01,SANTANDER,BUCARAMANGA,NO,1018,91.2,23.1
6023,2004,05,RISARALDA,PEREIRA,NO,1342,257.4,21.4
6024,2007,11,CAQUETA,FLORENCIA,NO,280,243.2,25.4
6025,2008,06,LA GUAJIRA,DIBULLA,NO,5,100.2,27.5
6026,2004,05,CORDOBA,MONTERIA,NO,30,174.6,27.4
6027,2012,02,CALDAS,SAMANA,NO,1475,489.1,19.3
6028,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
6029,2006,12,ANTIOQUIA,MEDELLIN,NO,1490,104.8,21.9
6030,2010,12,ANTIOQUIA,GUADALUPE,NO,2102,110.2,16.4
6031,2013,06,SANTANDER,BUCARAMANGA,NO,1018,90.7,23.2
6032,2013,08,BOLIVAR,SANTA CATALINA,NO,20,117.5,27.7
6033,2011,12,VALLE DEL CAUCA,CALI,NO,954,83.6,24.6
6034,2010,05,CUNDINAMARCA,SAN FRANCISCO,NO,2475,114.9,14.2
6035,2008,06,QUINDIO,ARMENIA,SI,1229,153.1,22.2
6036,2004,12,CUNDINAMARCA,PUERTO SALGAR,NO,172,147.8,28.3
6037,2010,12,ANTIOQUIA,MEDELLIN,NO,1490,104.8,21.9
6038,2012,07,RISARALDA,PEREIRA,NO,1342,133.5,21.7
6039,2010,10,ATLANTICO,BARRANQUILLA,SI,2,167.1,28
6040,2013,05,ANTIOQUIA,MEDELLIN,SI,1490,213.5,22.6
6041,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
6042,1999,12,NARINO,ALBAN,SI,2200,120.4,15.3
6043,2008,05,CALDAS,SUPIA,NO,1320,209.8,21.9
6044,2011,11,CORDOBA,BUENAVISTA,NO,2200,220.4,15.8
6045,2011,10,TOLIMA,CAJAMARCA,SI,2120,108.3,15.8
6046,2013,02,LA GUAJIRA,FONSECA,NO,170,1.7,27.7
6047,2000,01,ANTIOQUIA,CALDAS,SI,1680,111.2,18.4
6048,2012,08,NARINO,LA UNION,NO,2314,334.3,15
6049,2010,09,LA GUAJIRA,ALBANIA,NO,1690,188.3,18.7
6050,2002,06,BOYACA,MIRAFLORES,SI,1640,252.9,18.2
6051,2008,10,META,VILLAVICENCIO,NO,423,498.9,25.6
6052,2013,07,TOLIMA,ESPINAL,NO,475,65.9,27.6
6053,2013,07,BOGOTA DC,BOGOTA DC,NO,2570,54.1,13.8
6054,1998,08,ANTIOQUIA,TURBO,NO,37,265.1,27.4
6055,2006,04,META,VILLAVICENCIO,SI,423,520.2,25.7
6056,1998,10,ATLANTICO,BARRANQUILLA,NO,2,167.1,28
6057,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
6058,2004,10,CORDOBA,MONTERIA,NO,30,140.5,27
